,name,mass,radius,orbper
624,HD 141399 b,0.451,,94.44
625,HD 141399 c,1.33,,210.99
626,HD 141399 d,1.18,,1069.8
627,HD 141399 e,0.66,,5000
628,HD 141937 b,9.7,,653.22
629,HD 142022 A b,5.1,,1928
630,HD 142245 b,1.9,,1299
631,HD 142415 b,1.62,,386.3
632,HD 142 A b,1.25,,349.7
633,HD 142 A c,5.3,,6005
634,HD 143105 b,1.21,,2.1974
635,HD 143361 b,3.12,,1057
636,HD 145377 b,5.76,,103.95
637,HD 145457 b,2.9,,176.3
638,HD 145934 b,2.28,,2730
639,HD 1461 b,0.02026,,5.77152
640,HD 1461 c,0.01759,,13.5052
641,HD 1461 d,0.08778,,446
642,HD 1461 e,0.2740,,5017
643,HD 147018 b,2.12,,44.236
644,HD 147018 c,6.56,,1008
645,HD 147379 b,0.07771,,86.54
646,HD 147513 A b,1.21,,528.4
647,HD 147873 b,5.14,,116.596
648,HD 147873 c,2.3,,491.54
649,HD 14787 b,1.12100,,676.60000000
650,HD 148156 b,0.85,,1010
651,HD 148164 b,1.23000,,328.55000000
652,HD 148164 c,5.16000,,5062.00000000
653,HD 148427 b,0.96,,331.5
654,HD 149026 b,0.356,0.718,2.8758916
655,HD 149143 b,1.36,,4.088
656,HD 149806 b,12.20180,1.100,16521.52777877
657,HD 1502 b,3.1,,431.8
658,HD 150433 b,0.168,,1096.2
659,HD 150706 b,2.71,,5894
660,HD 151450 b,0.11719,0.607,21.89287913
661,HD 151450 c,5.14148,1.150,18144.76235720
662,HD 152079 b,3,,2097
663,HD 152581 b,1.5,,689
664,HD 152843 b,0.03637,0.3042,11.6264
665,HD 15337 b,0.02363,0.146,4.75615000
666,HD 15337 c,0.02552,0.213,17.17840000
667,HD 153950 b,2.73,,499.4
668,HD 154088 b,0.0193,,18.596
669,HD 154345 b,1.15,,3267
670,HD 154672 b,5.02,,163.91
671,HD 154857 b,2.24,,408.6
672,HD 154857 c,2.58,,3452
673,HD 155193 b,0.75000,1.250,352.65000000
674,HD 155233 b,2.0,,885
675,HD 155358 b,0.85,,194.3
676,HD 155358 c,0.82,,391.9
677,HD 155918 b,0.02360,0.236,1.87567261
678,HD 155918 c,5.82030,1.140,17202.19446178
679,HD 156098 b,0.05394,0.384,21.85848995
680,HD 156098 c,5.22768,1.140,7841.58389773
681,HD 156279 b,9.71,,131.05
682,HD 156279 c,8.60,,4191
683,HD 156411 b,0.74,,842.2
684,HD 156668 c,0.09910,0.550,811.30000000
685,HD 156668 b,0.01300,0.167,4.64550000
686,HD 157172 b,0.12,,104.84
687,HD 158038 b,1.8,,521
688,HD 158259 b,0.00698,,2.17800000
689,HD 158259 c,0.01762,,3.43200000
690,HD 158259 d,0.01702,,5.19808140
691,HD 158259 e,0.01913,,7.95100000
692,HD 158259 f,0.01932,,12.02800000
693,HD 159243 b,1.13,,12.620
694,HD 159243 c,1.9,,248.4
695,HD 159868 b,2.1,,1178.4
696,HD 159868 c,0.73,,352.3
697,HD 1605 b,0.96,,577.9
698,HD 1605 c,3.48,,2111
699,HD 161178 b,0.57,,279.3
700,HD 16141 A b,0.215,,75.82
701,HD 16175 b,4.77,,995.4
702,HD 163296 b,0.3,,
703,HD 163296 c,0.3,,
704,HD 163607 b,0.77,,75.229
705,HD 163607 c,2.29,,1314
706,HD 16417 b,0.069,,17.24
707,HD 164509 b,0.48,,282.4
708,HD 164595 b,0.051,,40.00
709,HD 164604 b,2.7,,606.4
710,HD 164922 e,0.03310,0.288,41.76300000
711,HD 164922 c,0.04090,0.327,75.74000000
712,HD 164922 b,0.36497,1.190,1207.00000000
713,HD 164922 d,0.01259,0.163,12.45800000
714,HD 165155 b,2.89,,434.5
715,HD 1666 b,6.43,,270.0
716,HD 166724 b,3.53,,5144
717,HD 167042 b,1.70,,420.77
718,HD 167768 b,0.85000,1.240,20.65320000
719,HD 168443 b,7.659,,58.11247
720,HD 168746 b,0.23,,6.403
721,HD 16905 b,9.07864,1.120,6707.49126331
722,HD 1690 b,6.1,,533
723,HD 169830 b,2.88,,225.62
724,HD 169830 c,3.54,,1834.3
725,HD 170469 b,0.67,,1145
726,HD 17092 b,4.6,,359.9
727,HD 171028 b,1.98,,550
728,HD 171238 b,2.6,,1523
729,HD 17156 b,3.191,1.095,21.2163979
730,HD 173416 b,2.7,,323.6
731,HD 175167 b,7.8,,1290
732,HD 175370 b,4.6,,349.5
733,HD 175541 b,0.61,,297.3
734,HD 175607 b,0.0283,,8.98
735,HD 175607 c,0.1100,,1336.61
736,HD 176051 b,1.5,,1016
737,HD 17674 b,0.87000,,623.80000000
738,HD 176986 b,0.01806,,6.48980000
739,HD 176986 c,0.02888,,16.81910000
740,HD 177565 b,0.04751,,44.50500000
741,HD 177830 A b,1.49,,406.6
742,HD 177830 A c,0.15,,110.9
743,HD 178911 B b,6.292,,71.487
744,HD 179079 b,0.08,,14.476
745,HD 179949 b,0.95,,3.0925
746,HD 180053 b,2.19400,,213.72000000
747,HD 18015 b,3.18000,,2278.00000000
748,HD 180617 b,0.03839,,105.90
749,VB 10 b,6.4,,271.7
750,HD 180902 b,1.6,,479
751,HD 181234 b,8.37000,,7462.05750000
752,HD 181342 b,3.3,,663
753,HD 181433 b,0.0238,,9.3743
754,HD 181433 c,0.64,,962
755,HD 181433 d,0.54,,2172
756,HD 18143 b,0.03307,0.288,10.28510117
757,HD 18143 c,9.80228,1.110,28982.41764205
758,HD 181720 b,0.37,,956
759,HD 183263 b,3.635,,625.10
760,HD 183263 c,9.0,,5048
761,HD 183579 b,0.06198,0.317,17.47127800
762,HD 184010 d,0.45000,1.280,836.40000000
763,HD 184010 b,0.31000,1.080,286.60000000
764,HD 184010 c,0.30000,1.060,484.30000000
765,HD 185269 b,0.94,,6.838
766,HD 185603 b,3.518,1.735,3.4741085
767,HD 18599 b,0.07583,0.232,4.13743540
768,HD 187085 b,0.75,,986
769,HD 187123 b,0.5074,,3.0965886
770,HD 187123 c,1.80,,3380
771,HD 18742 b,2.7,,772
772,HD 188015 A b,1.26,,456.46
773,HD 189567 b,0.0316,,14.275
774,HD 189733 A b,1.138,1.138,2.21857312
775,HD 190007 b,0.05179,,11.72000000
776,HD 190647 b,1.9,,1038.1
777,HD 190984 b,3.1,,4885
778,HD 191806 b,8.52,,1606.3
779,HD 192263 b,0.733,,24.3587
780,HD 192699 b,2.40,,345.53
781,HD 194490 b,11.26401,1.110,13092.18347776
782,HD 195019 A b,3.7,,18.20163
783,HD 196050 A b,2.83,,1316.24
784,HD 196067 b,6.9,,3638
785,HD 196885 A b,2.98,,1326
786,HD 197037 b,0.79,,1035.7
787,HD 19994 A b,1.68,,535.7
788,HD 20003 b,0.0378,,11.849
789,HD 20003 c,0.0422,,33.823
790,HD 200964 b,1.85,,613.8
791,HD 200964 c,0.895,,825.0
792,HD 202206 c,2.44,,1383.4
793,HD 202696 b,1.99600,,517.80000000
794,HD 202696 c,1.86400,,946.60000000
795,HD 202772 A b,1.01700,1.545,3.30895800
796,HD 20329 b,0.02335,0.153,0.92611800
797,HD 203387 b,3.49400,1.170,512.53519584
798,HD 203387 c,7.47507,1.130,2481.07226962
799,HD 203473 b,7.80000,,1552.90000000
800,HD 20367 b,1.07,,500
801,HD 2039 b,4.9,,1183
802,HD 204313 b,4.28,,2024.1
803,HD 204313 c,0.0553,,34.905
804,HD 204313 d,1.68,,2831.6
805,HD 204941 b,0.266,,1733
806,HD 205158 b,0.38835,1.230,25.33798092
807,HD 205739 b,1.37,,279.8
808,HD 206255 b,0.10760,,96.04500000
809,HD 206610 b,2.2,,610
810,HD 20782 b,1.43,,597.065
811,HD 20781 b,0.037882,,29.15
812,HD 20781 c,0.049649,,85.131
813,HD 207832 b,0.56,,161.97
814,HD 207832 c,0.73,,1155.7
815,HD 207897 b,0.05,0.22348,16.202157
816,HD 20794 b,0.00850,,18.31500000
817,HD 20794 c,0.00755,,40.11400000
818,HD 20794 d,0.01510,,90.30900000
819,HD 20794 e,0.01501,,147.02000000
820,HD 208487 b,0.413,,129.8
821,HD 208527 b,9.9,,875.5
822,HD 20868 b,1.99,,380.85
823,HD 208897 b,1.40000,,352.70000000
824,HD 209458 b,0.714,1.38,3.52474859
825,HD 210193 b,0.48170,,649.91800000
826,HD 210277 b,1.23,,442.1
827,HD 210702 b,1.9,,354.8
828,HD 211403 b,5.54,,223.8
829,HD 211810 b,0.67000,,1558.00000000
830,HD 211970 b,0.04090,,25.20100000
831,HD 212301 b,0.45,,2.245715
832,HD 212771 b,2.3,,373.3
833,HD 213240 A b,4.5,,951
834,HD 213472 b,3.48,,16700.0
835,HD 213519 b,0.02993,0.272,11.12214173
836,HD 213885 b,0.02778,0.156,1.00803500
837,HD 213885 c,0.06277,,4.78503000
838,HD 21411 b,0.20734,,84.28800000
839,HD 215152 b,0.00572,,5.75999000
840,HD 215152 c,0.00541,,7.28243000
841,HD 215152 d,0.00881,,10.86499000
842,HD 215152 e,0.00905,,25.19670000
843,HD 215456 b,0.101,,191.99
844,HD 215456 c,0.246,,2277
845,HD 215497 b,0.02,,3.93404
846,HD 215497 c,0.33,,567.94
847,HD 216435 b,1.26,,1311
848,HD 216437 b,1.82,,1256
849,HD 216520 b,0.03228,,35.45000000
850,HD 216520 c,0.02970,,154.43000000
851,HD 216536 b,1.47,,148.6
852,HD 216770 b,0.65,,118.45
853,HD 21693 b,0.0322,,22.656
854,HD 21693 c,0.06472,,53.881
855,HD 217107 b,1.4135,,7.126846
856,HD 217107 c,4.48,,5178
857,HD 217958 b,0.59160,1.260,2560.19774386
858,HD 218566 b,0.21,,225.7
859,HD 219077 b,10.39,,5501
860,HD 219134 b,0.01491,0.14292,3.092926
861,HD 219134 c,0.01372,0.13480,6.76458
862,HD 219134 f,0.02297,,22.717
863,HD 219134 d,0.050877,,46.859
864,HD 219134 g,0.034,,94.2
865,HD 219134 e,0.223,,1842
866,HD 219134 h,0.281,,2198
867,HD 219139 b,0.78,,275.5
868,HD 219415 b,1.0,,2093.3
869,HD 219666 b,0.05223,0.420,6.03607000
870,HD 219828 b,0.06607,,3.834887
871,HD 220074 b,11.1,,672.1
872,HD 220197 b,0.20000,,1728.00000000
873,HD 220689 b,1.06,,2209
874,HD 220773 b,1.45,,3724.7
875,HD 220842 b,3.18,,218.47
876,HD 221287 b,3.09,,456.1
877,HD 221416 b,0.19000,0.836,14.27670000
878,HD 221420 b,9.70000,,22482.00000000
879,HD 221585 b,1.61,,1173
880,HD 222076 b,1.56,,871.0
881,HD 222155 b,1.9,,3999
882,HD 222582 A b,7.75,,572.38
883,HD 224538 b,5.97,,1189.1
884,HD 224693 b,0.71,,26.73
885,HD 22496 b,0.01753,,5.09071
886,HD 22532 b,2.12,,872.6
887,HD 23079 b,2.5,,626
888,HD 23127 b,1.5,,1214
889,HD 231701 b,1.08,,141.6
890,HD 233604 b,6.575,,192.00
891,HD 233832 b,1.78000,,2058.00000000
892,HD 23472 b,0.05638,,17.66700000
893,HD 23472 c,0.05405,,29.62500000
894,HD 23596 b,8.1,,1565
895,HD 238090 b,0.02168,,13.67100000
896,HD 238914 b,6.00000,,4100.00000000
897,HD 240210 b,5.21,,501.75
898,HD 240237 b,5.3,,745.7
899,HD 24040 b,3.86000,1.160,3668.00000000
900,HD 24040 c,0.20100,0.834,515.40000000
901,HD 24064 b,9.4,,536.6
902,HD 24085 b,0.03713,,2.04550000
903,HD 25015 b,4.48000,,6019.32000000
904,HD 25171 b,0.95,,1845
905,HD 260655 b,0.00673,0.1106,2.76953
906,HD 260655 c,0.00972,0.13677,5.70588
907,HD 26161 b,0.0425,,32000.0
908,HD 2638 b,0.48,,3.4442
909,HD 2685 b,1.17000,1.440,4.12688000
910,HD 26965 b,0.02665,,42.378
911,HD 27442 A b,1.35,,415.2
912,HD 27631 b,1.45,,2208
913,HD 27894 b,0.66500,,18.02000000
914,HD 27894 c,0.16200,,36.07000000
915,HD 27894 d,5.41500,,5174.00000000
916,HD 27969 b,4.8,,654.5
917,HD 28109 b,0.058195,0.19618,22.89104
918,HD 28185 b,5.7,,383
919,HD 28192 b,0.31091,1.080,14.23283446
920,HD 28254 b,1.16,,1116
921,HD 285507 b,0.917,,6.0881
922,HD 28678 b,1.7,,387.1
923,HD 29021 b,2.4,,1362.3
924,HD 290327 b,2.54,,2443
925,HD 29399 b,1.57,,892.7
926,HD 2952 b,1.6,,311.6
927,HD 29985 b,5.91997,1.140,20608.14048834
928,HD 30177 b,8.62200,,2527.83000000
929,HD 30177 c,7.60000,,11613.00000000
930,HD 30562 b,1.373,,1159
931,HD 30669 b,0.47,,1684
932,HD 30856 b,1.8,,912
933,HD 31253 b,0.50,,466
934,HD 31527 b,0.0363,,16.546
935,HD 31527 c,0.0498,,51.284
936,HD 31527 d,0.0519,,274.49
937,HD 3167 d,0.02171,,8.50900000
938,HD 32518 b,3.04,,157.54
939,HD 32963 b,0.70,,2372
940,HD 330075 b,0.62,,3.38773
941,HD 331093 b,1.50000,1.210,621.62000000
942,HD 33142 b,1.3,,326.6
943,HD 33142 c,5.97,,834
944,HD 332231 b,0.24400,0.867,18.71204000
945,HD 33283 b,0.33,,18.179
946,HD 33564 b,9.1,,388
947,HD 33844 b,1.92,,547.9
948,HD 33844 c,1.68,,924.3
949,HD 34445 b,0.629,,1056.7
950,HD 34445 c,0.168,,214.67
951,HD 34445 d,0.097,,117.87
952,HD 34445 e,0.0529,,49.175
953,HD 34445 f,0.119,,676.8
954,HD 34445 g,0.38,,5700
955,HD 35759 b,3.76,,82.467
956,HD 360 b,0.75,,273.1
957,HD 3651 b,0.2,,62.23
958,HD 3651.02,0.09,,31.08
959,HD 37124 b,0.675,,154.378
960,HD 37124 c,0.652,,885.5
961,HD 37124 d,0.696,,1862
962,HD 37605 b,2.802,,55.01307
963,HD 37605 c,3.37,,2455
964,HD 38283 b,0.34,,363.2
965,HD 38529 A b,0.78,,14.3104
966,HD 38801 b,9.69800,,685.25000000
967,HD 38858 b,0.0961,,407.15
968,HD 39091 b,10.02,,2093.07
969,π Mensae c,0.01517,0.1909,6.2682
970,HD 39194 b,0.0117,,5.6363
971,HD 39194 c,0.0187,,14.025
972,HD 39194 d,0.0162,,33.941
973,HD 39855 b,0.02674,,3.24980000
974,HD 40307 b,0.01199,,4.31150
975,HD 40307 c,0.02023,,9.62070
976,HD 40307 d,0.02750,,20.4185
977,HD 40307 e,0.0110,,34.62
978,HD 40307 f,0.01142,,51.56
979,HD 40307 g,0.0223,,197.8
980,HD 40956 b,2.70000,,578.60000000
981,HD 40979 A b,3.28,,263.1
982,HD 41004 A b,2.54,,963
983,HD 4113 b,1.602,,526.686
984,HD 41248 b,0.03869211,,18.357
985,HD 41248 c,0.02705302,,25.648
986,HD 42012 b,1.6,,857.5
987,HD 4203 b,1.82,,437.05
988,HD 4203 c,1.51,,7053
989,HD 4208 b,0.8,,829
990,HD 42618 b,0.04531,,149.61
991,HD 4308 b,0.0405,,15.609
992,HD 4313 b,2.3,,356
993,HD 43197 b,0.6,,327.8
994,HD 43691 b,2.49,,36.96
995,HD 44219 b,0.58,,472.3
996,HD 45184 b,0.03840,,5.88540000
997,HD 45184 c,0.02770,,13.13540000
998,HD 45350 b,1.79,,890.76
999,HD 45364 b,0.1872,,226.93
1000,HD 45364 c,0.6579,,342.85
1001,HD 45652 b,0.47,,43.6
1002,HD 46375 A b,0.249,,3.024
1003,HD 47186 b,0.07167,,4.0845
1004,HD 47186 c,0.35061,,1353.6
1005,HD 4732 b,2.37,,360.2
1006,HD 4732 c,2.37,,2732
1007,HD 47366 b,2.30000,,359.15000000
1008,HD 47366 c,1.88000,,682.85000000
1009,HD 47536 b,4.0,,434.9
1010,HD 47536 c,7,,2500
1011,HD 48265 b,1.16,,700
1012,HD 4917 b,1.61500,,400.50000000
1013,HD 49674 b,0.115,,4.9437
1014,HD 50499 b,1.63600,,2447.10000000
1015,HD 50499 c,2.93000,,8619.90000000
1016,HD 50554 b,5.16,,1293
1017,HD 51608 b,0.0413,,14.07
1018,HD 51608 c,0.0565,,95.415
1019,HD 52265 b,1.05,,119.6
1020,HD 5278 b,0.0245,0.2186,14.33902
1021,HD 5319 b,1.76,,641
1022,HD 5319 c,1.15,,886
1023,HD 55696 b,3.87000,,1827.00000000
1024,HD 5583 b,5.78,,139.35
1025,HD 5608 b,1.4,,792.6
1026,HD 56414 b,0.04180,0.331,29.04992000
1027,HD 564 b,0.33,,492.3
1028,HD 56957 b,5.95712,1.140,5859.08992400
1029,HD 5891 b,7.6,,177.11
1030,HD 59686 b,6.92,,299.36
1031,HD 60292 b,6.5,,495.4
1032,HD 60532 b,3.15,,201.83
1033,HD 60532 c,7.46,,607.06
1034,HD 62509 b,2.9,,589.64
1035,HD 62549 b,8.72588,1.120,14306.88518780
1036,HD 63454 b,0.38,,2.818049
1037,HD 63765 b,0.64,,358
1038,HD 63935 b,0.034,0.2668,9.058811
1039,HD 63935 c,0.0349,0.259,21.4023
1040,HD 64114 b,0.05600,,45.79100000
1041,HD 64121 b,2.56,,623.0
1042,HD 6434 b,0.44,,22.0170
1043,HD 65216 b,1.21,,613.1
1044,HD 65216 c,2.24,,5542
1045,HD 66141 b,6.0,,480.5
1046,HD 66428 b,2.82,,1973.0
1047,HD 66428 c,0.085,,39000.0
1048,HD 67087 b,3.06,,352.2
1049,HD 67087 c,4.85,,2374
1050,HD 6718 b,1.56,,2496
1051,HD 68402 b,3.07,,1103.0
1052,HD 68988 b,1.97000,1.200,6.27711000
1053,HD 69123 b,3.04,,1193.3
1054,HD 69830 b,0.033,,8.667
1055,HD 69830 c,0.038,,31.56
1056,HD 69830 d,0.058,,197
1057,HD 70573 b,6.1,,851.8
1058,HD 70642 b,2,,2231
1059,HD 7199 b,0.29,,615
1060,HD 72490 b,1.76800,,858.00000000
1061,HD 72659 b,2.99,,3506
1062,HD 72892 b,5.45,,39.475
1063,HD 73256 b,1.87,,2.54858
1064,HD 73267 b,3.06,,1260
1065,HD 73526 b,2.35,,189.65
1066,HD 73526 c,2.19,,376.93
1067,HD 73534 b,1.02,,1707
1068,HD 73583 b,0.031,0.2525,6.3980416
1069,HD 73583 c,0.0302,0.2114,18.8797
1070,HD 74156 b,1.778,,51.6385
1071,HD 74156 c,7.77,,2460
1072,HD 7449 b,1.09,,1270.5
1073,HD 7449 c,2.00,,4046
1074,HD 75289 A b,0.42,,3.5098
1075,HD 75784 b,1.00000,,341.20000000
1076,HD 75784 c,5.64000,,7900.00000000
1077,HD 75898 b,2.51,,418.2
1078,HD 76700 b,0.197,,3.971
1079,HD 76920 b,3.93000,,415.40000000
1080,HD 77338 b,0.0487583,,5.7361
1081,HD 79181 b,0.64,,273.1
1082,HD 7924 b,0.029,,5.39792
1083,HD 7924 c,0.0247,,15.299
1084,HD 7924 d,0.0203,,24.451
1085,HD 79498 b,1.34,,1966
1086,HD 80606 b,3.94,0.921,111.4273
1087,HD 80653 b,0.01762,0.144,0.71957300
1088,HD 80869 b,4.86,,1711.7
1089,HD 81040 b,6.86,,1001.7
1090,HD 81688 b,2.7,,184.02
1091,HD 82886 b,1.3,,705
1092,HD 82943 b,1.75,,442.4
1093,HD 82943 c,2.01,,219.3
1094,HD 8326 b,0.20955,,158.99100000
1095,HD 83443 b,0.4,,2.985625
1096,HD 8535 b,0.68,,1313
1097,HD 85390 b,0.132,,788
1098,HD 85512 b,0.011,,58.43
1099,HD 8574 b,2.11,,227.55
1100,HD 86081 b,1.5,,2.1375
1101,HD 86226 b,0.45000,,1628.00000000
1102,HD 86226 c,0.02281,0.193,3.98442000
1103,HD 86264 b,7,,1475
1104,HD 86950 b,3.6,,1270.0
1105,HD 87646 b,12.40000,,13.48100000
1106,HD 87883 b,1.78,,2754
1107,HD 88133 b,0.22,,3.416
1108,HD 89307 b,2,,2199
1109,HD 89345 b,0.11000,0.660,11.81430000
1110,HD 89744 A b,7.2,,256
1111,HD 90156 b,0.057,,49.77
1112,HD 9174 b,1.11,,1179.0
1113,HD 92788 b,3.76000,,325.80300000
1114,HD 92788 c,3.67000,,11611.29750000
1115,HD 93083 b,0.37,,143.58
1116,HD 93351 b,0.01113,0.152,2.45946479
1117,HD 93385 b,0.0263,,13.186
1118,HD 93385 c,0.0318,,46.025
1119,HD 9446 b,0.7,,30.052
1120,HD 9446 c,1.82,,192.9
1121,HD 94834 b,1.26000,,1576.00000000
1122,HD 95086 b,4.4,1.32,
1123,HD 95089 b,1.2,,507
1124,HD 95089 c,3.97,,1860
1125,HD 95127 b,5.01,,482
1126,HD 95338 b,0.13353,0.347,55.08700000
1127,HD 95544 b,6.84,,2172.0
1128,HD 9578 b,0.62,,494
1129,HD 95872 b,4.6,,4375
1130,HD 96063 b,0.9,,361.1
1131,HD 96127 b,4.0,,647.3
1132,HD 96167 b,0.68,,498.9
1133,HD 96700 b,0.0284,,8.1256
1134,HD 96700 c,0.04,,103.49
1135,HD 96992 b,1.14,,514.0
1136,HD 97048 b,2.50000,,
1137,HD 97658 b,0.023754977,0.213245,9.4903
1138,HD 98219 b,1.8,,436.9
1139,HD 98649 b,6.8,,4951
1140,HD 98736 b,2.33000,,968.80000000
1141,HD 99109 b,0.502,,439.3
1142,HD 99283 b,0.97,,310.4
1143,HD 99706 b,1.4,,868
1144,HD 99706 c,5.69,,1278
1145,HIP 105854 b,8.20000,,184.20000000
1146,HIP 107772 b,0.04059,,55.19900000
1147,HIP 107773 b,1.98,,144.3
1148,HIP 109384 b,1.56,,499.48
1149,HIP 109600 b,2.68,,232.08
1150,HIP 114933 b,1.94,,1481.6
1151,HIP 116454 b,0.037182,0.230560,9.1205
1152,HIP 11915 b,0.99,,3830
1153,HIP 11952 b,2.93,,290
1154,HIP 11952 c,0.78,,6.95
1155,HIP 12961 b,0.35,,57.435
1156,HIP 13044 b,1.25,,16.2
1157,HIP 14810 b,3.88,,6.673855
1158,HIP 14810 c,1.28,,147.73
1159,HIP 14810 d,0.57,,962
1160,HIP 3206 b,0.173,,1211.0
1161,HIP 34222 b,0.83,,159.986
1162,HIP 35173 b,0.03996,,41.51600000
1163,HIP 35965 b,8.01555,1.120,26125.56497309
1164,HIP 38594 b,0.02549,,60.72200000
1165,HIP 38594 c,0.15228,,3477.76800000
1166,HIP 41378 g,0.022,,62.06
1167,HIP 4845 b,0.04531,,34.15000000
1168,HIP 48714 b,0.07205,,17.81800000
1169,HIP 5158 b,1.44,,345.63
1170,HIP 54373 b,0.02712,,7.76000000
1171,HIP 54373 c,0.03914,,15.14400000
1172,HIP 55507 b,8.25957,1.120,5138.43726957
1173,HIP 56640 b,3.67,,2574.9
1174,HIP 57274 b,0.036,,8.1352
1175,HIP 57274 c,0.41,,32.03
1176,HIP 57274 d,0.527,,431.7
1177,HIP 5763 b,0.51,,30.014
1178,HIP 63242 b,9.18,,124.6
1179,HIP 63734 b,11.0,,
1180,HIP 65407 b,0.428,,28.125
1181,HIP 65407 c,0.784,,67.30
1182,HIP 65426 b,9.0,1.5,
1183,HIP 65891 b,6.00,,1084.5
1184,HIP 65 A b,3.21300,2.030,0.98097340
1185,HIP 67537 b,11.1,,2592.5
1186,HIP 67851 b,1.38,,88.9
1187,HIP 67851 c,5.98,,2131.8
1188,HIP 68468 b,0.011,,1.8372
1189,HIP 68468 c,0.094,,194.0
1190,HIP 70849 b,9,,10000
1191,HIP 71135 b,0.05915,,87.19000000
1192,HIP 74890 b,2.4,,822.3
1193,HIP 75092 b,1.79,,926.4
1194,iota Draconis b,8.82,,510.702
1195,HIP 77257 b,0.0428,,15.5083
1196,HIP 79431 b,2.1,,111.7
1197,HIP 8541 b,5.59,,1560.0
1198,HIP 86221 b,0.71,,2.224
1199,HIP 89474 b,0.0299,,15.1479
1200,HIP 90988 b,1.96,,453.9
1201,HIP 91258 b,1.068,,5.0505
1202,HIP 97166 b,0.063,0.2444,10.28891
1203,HIP 97166 c,9.9,,16.84
1204,HR 5183 b,3.23000,,27000.00000000
1205,HR 810 b,2.26,,320.1
1206,HR 8799 b,5,0.7,166510
1207,HR 8799 c,7,1.0,83255
1208,HR 8799 d,7,1.1,41628
1209,HR 8799 e,7,1.0,20816
1210,HU Aqr (AB) b,4.758,,
1211,IC 4651 9122 b,6.30000,,734.00000000
1212,ITG 15B,9.0,,
1213,K2-105 b,0.094,0.32,8.266902
1214,K2-108 b,0.187,0.471,4.73401
1215,K2-111 b,0.01664,0.162,5.35180000
1216,K2-111 c,0.03555,,15.67850000
1217,K2-141 b,0.01598,0.135,0.28032440
1218,K2-141 c,0.02328,0.624,7.74850000
1219,K2-146 c,0.02358,0.195,4.00498000
1220,K2-146 b,0.01816,0.183,2.64460000
1221,K2-2016-BLG-0005L b,1.1,,
1222,K2-232 b,0.39800,1.000,11.16845400
1223,K2-237 b,1.23600,1.642,2.18055770
1224,K2-238 b,0.86000,1.300,3.20466000
1225,K2-260 b,1.42000,1.552,2.62666570
1226,K2-261 b,0.22300,0.850,11.63344000
1227,K2-263 b,0.04657,0.215,50.81894700
1228,K2-265 b,0.02058,0.153,2.36917200
1229,K2-266 b,0.03430,0.294,0.65852400
1230,K2-266 c,0.00091,0.063,7.81400000
1231,K2-266 d,0.02800,0.261,14.69700000
1232,K2-266 e,0.04499,0.244,19.48200000
1233,K2-268 b,0.00899,0.134,2.15167600
1234,K2-268 c,0.02420,0.240,9.32752700
1235,K2-268 d,0.00889,0.133,4.52859800
1236,K2-268 e,0.00733,0.119,6.13124300
1237,K2-268 f,0.01760,0.199,26.27057000
1238,K2-285 b,0.03046,0.231,3.47174500
1239,K2-285 c,0.04933,0.315,7.13804800
1240,K2-285 d,0.02045,0.221,10.45582000
1241,K2-285 e,0.03367,0.174,14.76289000
1242,K2-287 b,0.31500,0.847,14.89329100
1243,K2-290 b,0.03430,0.273,9.21165000
1244,K2-290 c,0.77400,1.006,48.36685000
1245,K2-291 b,0.02042,0.142,2.22517700
1246,K2-292 b,0.07709,0.235,16.98410000
1247,K2-295 b,0.33500,0.897,4.02486700
1248,K2-30 b,0.624,1.196,4.098507
1249,K2-330 b,0.02550,0.247,13.77479800
1250,K2-331 b,0.01210,0.160,9.39897700
1251,K2-331 c,0.02470,0.243,22.99659100
1252,K2-332 b,0.01720,0.196,17.70632000
1253,K2-333 b,0.09950,0.551,14.75928700
1254,K2-334 b,0.08540,0.504,5.11398100
1255,K2-335 b,0.01740,0.197,12.28321100
1256,K2-336 b,0.00624,0.109,21.19473300
1257,K2-337 b,0.02320,0.234,16.27356300
1258,K2-338 b,0.00340,0.092,3.85061400
1259,K2-339 b,0.01370,0.171,19.50742800
1260,K2-340 b,0.03540,0.300,29.74045100
1261,K2-341 b,0.03270,0.286,36.55255100
1262,K2-342 b,0.01500,0.181,11.56105200
1263,K2-343 c,0.01490,0.180,7.67697200
1264,K2-343 b,0.01060,0.147,2.78717400
1265,K2-344 b,0.00993,0.142,3.35585000
1266,K2-345 b,0.01600,0.188,10.36743700
1267,K2-346 b,0.01800,0.202,26.20144600
1268,K2-347 b,0.02010,0.215,7.18725700
1269,K2-348 b,0.03360,0.291,4.68841800
1270,K2-348 c,0.02390,0.238,12.55017100
1271,K2-349 b,0.00780,0.123,9.03217800
1272,K2-34 b,1.78,1.35,2.995607
1273,K2-350 c,0.02500,0.244,19.99194400
1274,K2-350 b,0.00940,0.137,4.16387300
1275,K2-351 b,0.02200,0.227,7.80616400
1276,K2-352 c,0.01370,0.171,8.23488500
1277,K2-352 d,0.01760,0.199,14.87138700
1278,K2-352 b,0.00771,0.122,3.66591200
1279,K2-353 b,0.08290,0.495,15.46680500
1280,K2-354 b,0.00961,0.139,3.79330600
1281,K2-355 b,0.01790,0.201,5.73856470
1282,K2-356 b,0.01840,0.204,21.02673660
1283,K2-357 b,0.04200,0.332,16.34886370
1284,K2-358 b,0.02410,0.239,11.25102850
