,name,mass,radius,orbper
2436,Wendelstein-2 b,0.73100,1.159,1.75222390
2437,WISE 0855-0714,6.0,,
2438,WISEA J083011.95+283716.0,8.5,,
2439,WISE J1355-8258 b,9.0,,
2440,WISE J2216+1952,5.0,1.32,
2441,Wolf 1061 b,0.00428,,4.8876
2442,Wolf 1061 c,0.0134,,17.867
2443,Wolf 1061 d,0.0164,,67.27
2444,Wolf 1069 b,0.00396,,15.564
2445,Wolf 359 b,0.1381,,2938.0
2446,Wolf 359 c,0.012,,2.68687
2447,WTS-1 b,4.01,1.49,3.35
2448,WTS-2 b,1.12,1.363,1.0187068
2449,xi Aql b,2.8,,136.75
2450,XO-1 b,0.9,1.184,3.9415128
2451,XO-2S b,0.259,,18.157
2452,XO-2S c,1.370,,120.8
2453,XO-2N b,0.597,0.973,2.61585922
2454,XO-3 b,11.79,1.217,3.1915239
2455,XO-4 b,1.615,1.615,4.1250707
2456,XO-5 b,1.077,1.03,4.1877537
2457,XO-6 b,1.9,2.07,3.7650007
2458,XO-7 b,0.70900,1.373,2.86414240
2459,YBP1194 b,0.3334,,6.960
2460,YBP1514 b,0.40,,5.118
2461,YBP401 b,0.42,,4.087
2462,YSES 2 b,6.3,,
2463,YZ Cet b,0.00236,,1.96876000
2464,YZ Cet c,0.00308,,3.06008000
2465,YZ Cet d,0.00359,,4.65627000
