,name,mass,radius,orbper
1286,OGLE-2015-BLG-1771L b,0.397,,
1287,OGLE-2016-BLG-0263L b,4.1,,
1288,OGLE-2016-BLG-0613L AB b,2.75,,
1289,OGLE-2016-BLG-1067L b,0.43,,
1290,OGLE-2016-BLG-1195L b,0.0045,,
1291,OGLE-2016-BLG-1227L b,0.79,,
1292,OGLE-2017-BLG-0173L b,0.02816,,
1293,OGLE-2017-BLG-0373L b,0.189,,
1294,OGLE-2017-BLG-0406L b,0.41,,
1295,OGLE-2017-BLG-0482L b,0.028,,
1296,OGLE-2017-BLG-0604L b,0.51,,
1297,OGLE-2017-BLG-1049L b,5.53,,
1298,OGLE-2017-BLG-1099L b,3.02,,
1299,OGLE-2017-BLG-1140L b,1.62,,
1300,OGLE-2017-BLG-1434L b,0.01394,,
1301,OGLE-2017-BLG-1522L b,0.75,,
1302,OGLE-2018-BLG-0383L b,0.02014,,
1303,OGLE-2018-BLG-0532L b,0.0196,,
1304,OGLE-2018-BLG-0567L b,0.32,,
1305,OGLE-2018-BLG-0596L b,0.00374,,
1306,OGLE-2018-BLG-0677L b,0.0125,,
1307,OGLE-2018-BLG-0740L b,4.8,,5480.0
1308,OGLE-2018-BLG-0962L b,1.34,,
1309,OGLE-2018-BLG-1011L b,1.8,,
1310,OGLE-2018-BLG-1011L c,2.8,,
1311,OGLE-2018-BLG-1185L b,0.02643,,
1312,OGLE-2018-BLG-1428L b,0.77,,
1313,OGLE-2018-BLG-1700L b,4.4,,
1314,OGLE-2019-BLG-0299L b,6.22,,
1315,OGLE-2019-BLG-0304L b,0.51,,
1316,OGLE-2019-BLG-0362L b,3.34,,
1317,OGLE-2019-BLG-0960L b,0.00629,,
1318,OGLE-2019-BLG-1470L AB c,2.2,,
1319,OGLE-TR-10 b,1.13,1.25,3.101278
1320,OGLE-TR-111 b,0.78,1.051,4.0144477
1321,OGLE-TR-113 b,1.36,1.093,1.43247425
1322,OGLE-TR-132 b,2.7,1.2,1.68986531
1323,OGLE-TR-182 b,1.07,1.47,3.9791
1324,OGLE-TR-211 b,0.68,1.262,3.67724
1325,OGLE-TR-56 b,3.3,1.363,1.21191096
1326,OGLE2-TR-L9 b,4.4,1.633,2.48553417
1327,PDS 70 b,3.0,2.72,
1328,PDS 70 c,2.0,2.04,
1329,PH1 b,0.531,0.551,138.317
1330,POTS-1 b,2.31,0.941,3.1606296
1331,PSR B0329+54 b,0.0062,,10140.0
1332,PSR B1257+12 b,6e-05,,25.262
1333,PSR B1257+12 c,0.01353,,66.5419
1334,PSR B1257+12 d,0.01227,,98.2114
1335,PSR B1620-26 b,2.5,,
1336,PSR J1719-1438 b,1.2,,0.09070629
1337,PSR J2322-2650 b,0.7949,,0.322964
1338,Pr0201 b,0.54,,4.4264
1339,Pr0211 b,1.88,,2.1461
1340,Pr0211 c,7.79,,4850.0
1341,Qatar-6 b,0.668,1.062,3.506195
1342,Qatar-7 b,1.88,1.7,2.032046
1343,Qatar-9 b,1.19,1.009,1.540731
1344,RR Cae b,4.2,,4343.5
1345,Ross 128 b,0.0044,,9.8658
1346,Ross 458 c,8.0,,
1347,Ross 508 b,0.01259,,10.77
1348,SWEEPS-11 b,9.7,1.13,1.796
1349,SWEEPS-4 b,3.8,0.81,4.2
1350,TAP 26 b,1.66,,10.79
1351,TCP J05074264+2447555 b,0.05978,,
1352,TIC 172900988 b,2.6335,1.008,193.965
1353,TIC 237913194 b,1.942,1.117,15.168865
1354,TIC 257060897 b,0.67,1.49,3.660028
1355,TOI-1062 b,0.03194,0.202,4.11296
1356,TOI-1062 c,0.03077,,7.972
1357,TOI-1064 b,0.04248,0.231,6.443868
1358,TOI-1064 c,0.00787,0.237,12.226574
1359,TOI-1107 b,3.35,1.3,4.0782387
1360,TOI-1130 c,0.974,1.5,8.350381
1361,TOI-1181 b,1.18,1.3,2.103195
1362,TOI-1201 b,0.01976,0.215,2.4919863
1363,TOI-1231 b,0.04845,0.326,24.245586
1364,TOI-1246 b,0.02549,0.269,4.30744
1365,TOI-1246 c,0.02769,0.224,5.904144
1366,TOI-1246 d,0.01668,0.313,18.6559
1367,TOI-1246 e,0.04657,0.337,37.9216
1368,TOI-125 b,0.02989,0.243,4.65382
1369,TOI-125 c,0.02086,0.246,9.15059
1370,TOI-125 d,0.04279,0.261,19.98
1371,TOI-1259 A b,0.441,1.022,3.477978
1372,TOI-1260 b,0.02706,0.209,3.12748
1373,TOI-1260 c,0.03713,0.252,7.49325
1374,TOI-1266 b,0.04248,0.211,10.894843
1375,TOI-1266 c,0.00692,0.139,18.80151
1376,TOI-1272 b,0.0774,0.369,3.31599
1377,TOI-1272 c,0.08401,,8.689
1378,TOI-1296 b,0.298,1.231,3.9443715
1379,TOI-1298 b,0.356,0.841,4.537164
1380,TOI-1333 b,2.37,1.396,4.720219
1381,TOI-1338 b,0.10383,0.611,95.174
1382,TOI-1422 b,0.02832,0.353,12.9972
1383,TOI-1431 b,3.12,1.49,2.650237
1384,TOI-1444 b,0.01218,0.125,0.4702694
1385,TOI-1444 c,0.03713,,16.066
1386,TOI-1452 b,0.01517,0.149,11.06201
1387,TOI-1478 b,0.851,1.06,10.180249
1388,TOI-150.01,1.75,1.38,5.857342
1389,TOI-1516 b,3.16,1.36,2.056014
1390,TOI-1518 b,2.3,1.875,1.902603
1391,TOI-1601 b,0.99,1.239,5.331751
1392,TOI-163 b,1.22,1.489,4.231306
1393,TOI-1634 b,0.01545,0.16,0.989343
1394,TOI-1670 b,0.13,0.184,10.98462
1395,TOI-1670 c,0.63,0.987,40.74976
1396,TOI-1685 b,0.01189,0.152,0.6691403
1397,TOI-1696 b,0.17808,0.289,2.50031
1398,TOI-1710 b,0.08904,0.476,24.283429
1399,TOI-172 b,5.42,0.965,9.47725
1400,TOI-1749 b,0.17934,0.124,2.38839
1401,TOI-1749 c,0.04405,0.189,4.4929
1402,TOI-1749 d,0.0472,0.225,9.0497
1403,TOI-1759 b,0.021,0.279,18.849975
1404,TOI-178 b,0.00472,0.103,1.914558
1405,TOI-178 c,0.01501,0.149,3.23845
1406,TOI-178 d,0.00947,0.229,6.5577
1407,TOI-178 e,0.01214,0.197,9.961881
1408,TOI-178 f,0.02429,0.204,15.231915
1409,TOI-178 g,0.0124,0.256,20.7095
1410,TOI-1789 b,0.7,1.44,3.208664
1411,TOI-1807 b,0.00809,0.122,0.549374
1412,TOI-1820 b,2.3,1.14,4.860674
1413,TOI-1842 b,0.214,1.04,9.5739
1414,TOI-1899 b,0.66,1.15,29.02
1415,TOI-201 b,0.42,1.008,52.97818
1416,TOI-2025 b,4.4,1.117,8.872078
1417,TOI-2046 b,2.3,1.44,1.4971842
1418,TOI-2109 b,5.02,1.347,0.67247414
1419,TOI-2136 b,0.0472,0.186,7.85191
1420,TOI-2158 b,0.82,0.96,8.60077
1421,TOI-216.01,0.56,0.901,34.525528
1422,TOI-216.02,0.059,0.714,17.16073
1423,TOI-2184 b,0.65,1.017,6.90683
1424,TOI-2193 A b,0.94,1.77,2.1225735
1425,TOI-2196 b,0.08181,0.313,1.1947268
1426,TOI-220 b,0.04342,0.27,10.695264
1427,TOI-2202 b,0.978,1.01,11.9101
1428,TOI-2202 c,0.369,,24.6744
1429,TOI-2207 b,0.64,0.995,8.001968
1430,TOI-2236 b,1.58,1.282,3.5315902
1431,TOI-2285 b,0.06135,0.155,27.26955
1432,TOI-2337 b,1.6,0.9,2.99432
1433,TOI-2421 b,0.333,0.925,4.3474032
1434,TOI-2567 b,0.201,0.975,5.983944
1435,TOI-257 b,0.138,0.639,18.38818
1436,TOI-2570 b,0.82,1.217,2.9887615
1437,TOI-2669 b,0.61,1.76,6.2034
1438,TOI-269 b,0.02769,0.247,3.6977104
1439,TOI-270 b,0.00497,0.108,3.3601538
1440,TOI-270 c,0.01935,0.21,5.6605731
1441,TOI-270 d,0.01504,0.19,11.379573
1442,TOI-3331 A b,2.27,1.158,2.0180231
1443,TOI-3362 b,5.029,1.142,18.09547
1444,TOI-3540 A b,1.18,2.1,3.119999
1445,TOI-3629 b,0.26,0.74,3.936551
1446,TOI-3693 b,1.02,1.124,9.088516
1447,TOI-3714 b,0.7,1.01,2.154849
1448,TOI-3757 b,0.26838,1.071,3.438753
1449,TOI-4137 b,1.44,1.211,3.8016122
1450,TOI-421 b,0.02256,0.239,5.19672
1451,TOI-421 c,0.05166,0.454,16.06819
1452,TOI-431 b,0.00966,0.114,0.490047
1453,TOI-431 c,0.0089,,4.8494
1454,TOI-431 d,0.03115,0.294,12.46103
1455,TOI-4329 b,0.45,1.5,2.9223
1456,TOI-500 b,0.00447,0.104,0.548177
1457,TOI-500 c,0.01583,,6.6356
1458,TOI-500 d,0.10421,,26.233
1459,TOI-500 e,0.04735,,61.3
1460,TOI-5153 b,3.26,1.06,20.33003
1461,TOI-530 b,0.4,0.83,6.387597
1462,TOI-532 b,0.1935,0.519,2.3266508
1463,TOI-5542 b,1.32,1.009,75.12375
1464,TOI-558 b,3.61,1.086,14.574071
1465,TOI-559 b,6.01,1.091,6.9839095
1466,TOI-561 b,0.01007,0.129,0.446573
1467,TOI-561 c,0.02202,0.259,10.77892
1468,TOI-561 d,0.0376,0.226,25.62
1469,TOI-561 e,0.05034,0.238,77.23
1470,TOI-561 f,0.00944,0.207,16.287
1471,TOI-564 b,1.463,1.02,1.651144
1472,TOI-628 b,6.33,1.06,3.4095675
1473,TOI-640 b,0.88,1.771,5.0037775
1474,TOI-674 b,0.07425,0.468,1.977143
1475,TOI-763 b,0.0308,0.203,5.6057
1476,TOI-763 c,0.02932,0.235,12.2737
1477,TOI-776 b,0.01259,0.165,8.24661
1478,TOI-776 c,0.01668,0.18,15.6653
1479,TOI-849 b,0.12299,0.307,0.76552414
1480,TOI-942 b,0.05034,0.378,4.3263
1481,TOI-942 c,0.11641,0.428,10.1605
1482,TRAPPIST-1 b,0.00432,0.1,1.510826
1483,TRAPPIST-1 c,0.00412,0.098,2.421937
1484,TRAPPIST-1 d,0.00122,0.07,4.049219
1485,TRAPPIST-1 e,0.00218,0.082,6.101013
1486,TRAPPIST-1 f,0.00327,0.093,9.20754
1487,TRAPPIST-1 g,0.00416,0.101,12.352446
1488,TRAPPIST-1 h,0.00103,0.067,18.772866
1489,TYC 0434-04538-1 b,6.1,,193.2
1490,TYC 1422-614-1 b,2.5,,198.4
1491,TYC 1422-614-1 c,10.0,,559.3
1492,TYC 2187-512-1 b,0.33,,691.9
1493,TYC 3318-01333-1 b,3.42,,562.0
1494,TYC 3667-1280-1 b,5.4,,26.468
1495,TYC 4282-00605-1 b,10.78,,101.54
1496,TYC 8998-760-1 c,6.0,1.1,
1497,Teegarden's Star b,0.0033,,4.91
1498,Teegarden's Star c,0.00349,,11.409
1499,UKIRT-2017-BLG-001L b,1.28,,
1500,UZ For b,6.3,,5840.0
1501,UZ For c,7.7,,1916.25
1502,V0391 Peg b,3.2,,1170.0
1503,V830 Tau b,0.7,,4.927
1504,WASP-107 c,0.36,,1088.0
1505,WASP-110 b,0.51,1.238,3.77840121
1506,WASP-123 b,0.899,1.318,2.9776412
1507,WASP-126 c,0.20199,,7.63
1508,WASP-127 b,0.1647,1.311,4.17806203
1509,WASP-129 b,1.0,0.93,5.748145
1510,WASP-132 c,0.11752,0.165,1.011534
1511,WASP-139 b,0.117,0.8,5.924262
1512,WASP-145 A b,0.89,0.9,1.7690381
1513,WASP-147 b,0.275,1.115,4.60273
1514,WASP-148 b,0.354,0.8,8.803544
1515,WASP-148 c,0.408,,34.527
1516,WASP-151 b,0.31,1.13,4.533471
1517,WASP-158 b,2.79,1.07,3.656333
1518,WASP-160 B b,0.278,1.09,3.7684952
1519,WASP-162 b,5.2,1.0,9.62468
1520,WASP-163 b,1.87,1.202,1.6096884
1521,WASP-165 b,0.658,1.26,3.465509
1522,WASP-168 b,0.42,1.5,4.153658
1523,WASP-170 b,1.6,1.096,2.34478022
1524,WASP-171 b,1.084,0.98,3.8186244
1525,WASP-172 b,0.47,1.57,5.477433
1526,WASP-173 A b,3.69,1.2,1.38665318
1527,WASP-174 b,0.33,1.437,4.2337005
1528,WASP-175 b,0.99,1.208,3.0652907
1529,WASP-176 b,0.855,1.505,3.899052
1530,WASP-177 b,0.508,1.58,3.071722
1531,WASP-178 b,1.41,1.94,3.3448412
1532,WASP-18 c,0.17368,,2.1558
1533,WASP-180 A b,0.9,1.24,3.409264
1534,WASP-181 b,0.299,1.184,4.5195064
1535,WASP-183 b,0.502,1.47,4.1117771
1536,WASP-184 b,0.57,1.33,5.1817
1537,WASP-185 b,0.98,1.25,9.38755
1538,WASP-186 b,4.22,1.11,5.026799
1539,WASP-187 b,0.8,1.64,5.147878
1540,WASP-189 b,1.99,1.619,2.724033
1541,WASP-192 b,2.3,1.23,2.8786765
1542,WASP-33 b,2.093,1.593,1.21987
1543,WASP-34 b,0.583,1.22,4.3176782
1544,WASP-38 b,2.648,1.09,6.871815
1545,WASP-39 b,0.281,1.279,4.0552941
1546,WASP-41 b,0.941,1.2,3.052401
1547,WASP-41 c,3.18,,421.0
1548,WASP-47 c,1.25508,,588.8
1549,WASP-47 d,0.04468,0.318,9.03055
1550,WASP-47 e,0.0213,0.161,0.7895933
1551,WASP-54 b,0.606,1.653,3.6936411
1552,WASP-59 b,0.857,0.775,7.919585
1553,WASP-68 b,0.957,1.24,5.084298
1554,WASP-8 b,2.132,1.038,8.158715
1555,WASP-8 c,9.45,,4323.0
1556,WASP-87 b,2.18,1.385,1.682795
1557,WASP-94 A b,0.456,1.72,3.9501907
1558,WASP-94 B b,0.618,,2.00839
1559,WD 0806-661 b,7.5,,
1560,WTS-1 b,4.01,1.49,3.352057
1561,WTS-2 b,1.27,1.363,1.0187068
1562,Wendelstein-1 b,0.592,1.031,2.663416
1563,Wendelstein-2 b,0.731,1.159,1.7522239
1564,Wolf 1061 b,0.00601,,4.8869
1565,Wolf 1061 c,0.01073,,17.8719
1566,Wolf 1061 d,0.02423,,217.21
1567,Wolf 503 b,0.0197,0.182,6.00127
1568,XO-2 S b,0.26,,18.157
1569,XO-2 S c,1.37,,120.8
1570,YSES 2 b,6.3,,
1571,YZ Cet b,0.0022,,2.02087
1572,YZ Cet c,0.00359,,3.05989
1573,YZ Cet d,0.00343,,4.65626
1574,alf Ari b,1.8,,380.8
1575,alf Tau b,6.47,,628.96
1576,b Cen AB b,10.9,,1790000.0
1577,bet Cnc b,7.8,,605.2
1578,bet Pic b,11.73313,,8617.50951973
1579,bet Pic c,10.14112,,1192.77951035
1580,bet UMi b,6.1,,522.3
1581,eps CrB b,6.7,,417.9
1582,eps Eri b,0.651,,2650.0
1583,eps Ind A b,3.25,,16510.0
1584,eps Tau b,7.1,,
1585,gam 1 Leo b,8.78,,428.5
1586,gam Cep b,9.4,,905.0
1587,gam Lib b,1.02,,415.2
1588,gam Lib c,4.58,,964.6
1589,gam Psc b,1.34,,555.1
1590,iot Dra b,11.82,,510.8544
1591,kap CrB b,1.811,,1285.0
1592,mu Leo b,2.4,,357.8
1593,ome Ser b,1.7,,277.02
1594,omi CrB b,1.5,,187.83
1595,omi UMa b,4.1,,1630.0
1596,pi Men c,0.01135,,6.26790772
1597,pi Men d,0.0421,,124.64
1598,psi 1 Dra B b,1.53,,3117.0
1599,rho CrB b,1.057,,39.84324
1600,rho CrB c,0.0885,,102.557
1601,tau Boo b,4.3,,3.3124534
1602,tau Cet e,0.01237,,162.87
1603,tau Cet f,0.01237,,636.13
1604,tau Cet g,0.00551,,20.0
1605,tau Cet h,0.00576,,49.41
1606,ups And b,0.675,,4.617122
1607,ups And c,1.965,,241.223
1608,ups And d,4.1,,1282.41
1609,ups Leo b,0.51,,385.2
1610,xi Aql b,2.02,,
