,name,mass,radius,orbper
664,HD 220773 b,1.45,,3724.7
665,HD 220842 b,3.18,,218.47
666,HD 221287 b,3.09,,456.1
667,HD 221585 b,1.61,,1173.0
668,HD 222076 b,1.56,,871.0
669,HD 222155 b,2.12,,3999.0
670,HD 222582 b,7.88,,572.537
671,HD 224538 b,7.02951,,1202.05198926
672,HD 224693 b,0.7,,26.6904
673,HD 22496 b,0.01753,,5.09071
674,HD 22532 b,2.12,,872.6
675,HD 23079 b,2.61,,730.59998
676,HD 23127 b,1.527,,1211.17
677,HD 231701 b,1.13,,141.63
678,HD 233604 b,6.575,,192.0
679,HD 233832 b,2.72,,4047.0
680,HD 23472 b,0.02618,0.178,17.667087
681,HD 23472 c,0.01073,0.167,29.79749
682,HD 23472 d,0.00173,0.067,3.97664
683,HD 23472 e,0.00227,0.073,7.90754
684,HD 23472 f,0.00242,0.101,12.1621839
685,HD 23596 b,11.56265,,1535.11912389
686,HD 238090 b,0.02168,,13.671
687,HD 238914 b,6.0,,4100.0
688,HD 240210 b,5.21,,501.75
689,HD 24040 b,4.05,,3552.0
690,HD 24040 c,0.201,,515.4
691,HD 24064 b,12.89,,535.59998
692,HD 24085 b,0.03713,,2.0455
693,HD 25015 b,9.01848,,6134.4269993
694,HD 25171 b,0.915,,1802.29
695,HD 25723 b,2.5,,457.01
696,HD 25912 b,0.11964,,41.83156448
697,HD 260655 b,0.00673,0.111,2.76953
698,HD 260655 c,0.00972,0.137,5.70588
699,HD 2638 b,0.5,,3.458
700,HD 26965 b,0.02665,,42.378
701,HD 27442 b,1.56,,428.1
702,HD 27631 b,1.494,,2198.14
703,HD 27894 b,0.61939,,18.01938802
704,HD 27894 c,0.162,,36.07
705,HD 27894 d,6.78167,,5019.54243994
706,HD 27969 b,4.8,,654.5
707,HD 28109 b,0.05819,0.196,22.89104
708,HD 28109 c,0.02499,0.377,56.00819
709,HD 28109 d,0.01787,0.29,84.25999
710,HD 28185 b,5.83181,,385.52775151
711,HD 28192 b,0.31091,,14.23283446
712,HD 28254 b,1.16,,1116.0
713,HD 285507 b,0.98,,6.0881
714,HD 285968 b,0.0285,,8.7752
715,HD 28678 b,1.542,,380.2
716,HD 29021 b,4.47,,1365.0
717,HD 290327 b,2.43,,2443.0
718,HD 29399 b,1.57,,892.7
719,HD 2952 b,1.37,,311.60001
720,HD 29985 b,5.91997,,20608.14048834
721,HD 30177 b,8.68799,,2514.53421506
722,HD 30177 c,6.5587,,12085.45185585
723,HD 30562 b,1.22,,1157.0
724,HD 30669 b,0.47,,1684.0
725,HD 30856 b,1.547,,847.0
726,HD 31253 b,0.446,,468.7
727,HD 31527 b,0.0329,,16.5535
728,HD 31527 c,0.0445,,51.2053
729,HD 31527 d,0.0372,,271.6737
730,HD 3167 d,0.02171,,8.509
731,HD 32518 b,3.04,,157.54
732,HD 32963 b,0.726,,2328.0
733,HD 330075 b,0.48,,3.38773
734,HD 331093 b,1.5,,621.62
735,HD 33142 b,1.26,,330.0
736,HD 33142 c,0.89,,810.2
737,HD 33142 d,0.2,,89.9
738,HD 33283 b,0.329,,18.1991
739,HD 33564 b,9.1,,388.0
740,HD 33844 b,2.01,,551.40002
741,HD 33844 c,1.75,,916.0
742,HD 34445 b,0.658,,1059.0
743,HD 34445 c,0.168,,214.67
744,HD 34445 d,0.097,,117.87
745,HD 34445 e,0.0529,,49.175
746,HD 34445 f,0.119,,676.8
747,HD 34445 g,0.38,,5700.0
748,HD 35759 b,3.76,,82.467
749,HD 360 b,0.75,,273.1
750,HD 3651 b,0.2202,,62.242
751,HD 37124 b,0.65,,154.26
752,HD 37124 c,0.647,,887.7
753,HD 37124 d,0.659,,1768.0
754,HD 37605 b,2.69,,55.01292
755,HD 37605 c,3.19,,2720.0
756,HD 3765 b,0.173,,1211.0
757,HD 38283 b,0.4,,363.20001
758,HD 38529 b,0.64923,,14.30990015
759,HD 38529 c,10.44736,,2127.60565656
760,HD 38801 b,10.13,,686.8
761,HD 39091 b,12.23926,,2088.75851193
762,HD 39194 b,0.01259,,5.6368
763,HD 39194 c,0.01982,,14.03
764,HD 39194 d,0.01259,,33.91
765,HD 39855 b,0.02674,,3.2498
766,HD 40307 b,0.01199,,4.3115
767,HD 40307 c,0.02023,,9.6207
768,HD 40307 d,0.0275,,20.4185
769,HD 40307 f,0.01142,,51.56
770,HD 40307 g,0.02234,,196.343
771,HD 40956 b,2.7,,578.6
772,HD 40979 b,3.8,,265.36
773,HD 41004 A b,2.54,,963.0
774,HD 4113 b,1.70781,,526.5239037
775,HD 42012 b,1.6,,857.5
776,HD 4203 b,1.822,,437.18
777,HD 4203 c,2.68,,7400.0
778,HD 4208 b,0.771,,829.5
779,HD 42618 b,0.0478,,148.49
780,HD 4308 b,0.05,,15.56
781,HD 4313 b,1.927,,356.21
782,HD 43197 b,0.55388,,308.92072284
783,HD 43197 c,7.80042,,9295.97349931
784,HD 43691 b,2.55,,36.9987
785,HD 44219 b,0.58,,472.3
786,HD 45184 b,0.0375,,5.8858
787,HD 45184 c,0.0344,,13.1407
788,HD 45350 b,1.821,,978.19
789,HD 45364 b,0.1872,,226.93
790,HD 45364 c,0.6579,,342.85
791,HD 45652 b,0.433,,44.073
792,HD 46375 b,0.2266,,3.023495
793,HD 47186 b,0.07,,4.0845
794,HD 47186 c,0.35061,,1353.6
795,HD 4732 b,2.37,,360.2
796,HD 4732 c,2.37,,2732.0
797,HD 47366 b,2.3,,359.15
798,HD 47366 c,1.88,,682.85
799,HD 47536 b,4.0,,434.9
800,HD 48265 b,1.525,,778.51
801,HD 4917 b,1.615,,400.5
802,HD 49674 b,0.1149,,4.94724
803,HD 50499 b,1.346,,2462.0
804,HD 50499 c,3.18,,10400.0
805,HD 50554 b,4.35,,1222.8
806,HD 51608 b,0.0402,,14.0726
807,HD 51608 c,0.045,,95.9446
808,HD 52265 b,1.108,,119.263
809,HD 5278 b,0.02454,0.219,14.339156
810,HD 5278 c,0.05789,,40.87
811,HD 5319 b,1.556,,637.1
812,HD 5319 c,1.053,,872.2
813,HD 55696 b,3.87,,1827.0
814,HD 5583 b,5.78,,139.35
815,HD 5608 b,1.681,,779.9
816,HD 564 b,0.33,,492.3
817,HD 56957 b,5.95712,,5859.089924
818,HD 5891 b,7.63,,177.11
819,HD 59686 A b,6.92,,299.36
820,HD 60292 b,6.5,,495.4
821,HD 60532 b,1.06,,201.9
822,HD 60532 c,2.51,,600.1
823,HD 62509 b,2.63,,
824,HD 62549 b,8.72588,,14306.8851878
825,HD 63454 b,0.25,,2.81805
826,HD 63765 b,0.53,,358.0
827,HD 63935 b,0.03398,0.267,9.058811
828,HD 63935 c,0.03492,0.259,21.4023
829,HD 64114 b,0.056,,45.791
830,HD 64121 b,2.56,,623.0
831,HD 6434 b,0.49,,21.998
832,HD 65216 b,1.295,,577.6
833,HD 65216 c,2.03,,5370.0
834,HD 66141 b,6.0,,480.5
835,HD 66428 b,10.78131,,2269.81725722
836,HD 66428 c,2.4173,,10478.84436542
837,HD 67087 b,3.06,,352.2
838,HD 67087 c,4.85,,2374.0
839,HD 6718 b,1.68,,2496.0
840,HD 68402 b,3.07,,1103.0
841,HD 68988 b,1.914,,6.2764187
842,HD 69123 b,3.04,,1193.3
843,HD 69830 b,0.0323,,8.66945
844,HD 69830 c,0.031,,31.613
845,HD 69830 d,0.0443,,200.61
846,HD 70573 b,6.1,,851.8
847,HD 70642 b,1.993,,2124.54
848,HD 7199 b,0.27,,615.0
849,HD 72490 b,1.768,,858.0
850,HD 72659 b,3.37143,,3549.39853518
851,HD 72892 b,5.46348,,39.44603442
852,HD 73267 b,4.17014,,1257.99159045
853,HD 73267 c,5.40071,,17071.78044733
854,HD 73526 b,3.08,,188.3
855,HD 73526 c,2.25,,379.1
856,HD 73534 b,1.112,,1750.0
857,HD 73583 b,0.03209,0.249,6.398042
858,HD 73583 c,0.03052,0.213,18.87974
859,HD 74156 b,1.67333,,51.63563941
860,HD 74156 c,9.10703,,2448.48726302
861,HD 7449 b,8.34612,,1270.55194905
862,HD 75289 b,0.49,,3.50927
863,HD 75784 b,1.0,,341.2
864,HD 75784 c,5.64,,7900.0
865,HD 75898 b,2.71,,422.9
866,HD 76700 b,0.21,,3.97097
867,HD 76920 b,3.93,,415.4
868,HD 77338 b,0.06,,5.7361
869,HD 79181 b,0.64,,273.1
870,HD 7924 b,0.0259,,5.39785
871,HD 7924 c,0.0278,,15.3006
872,HD 7924 d,0.0192,,24.4459
873,HD 79498 b,1.34,,1807.0
874,HD 80606 b,4.16,,111.43639
875,HD 80653 b,0.01762,0.144,0.719573
876,HD 80869 b,5.65664,,1752.92067283
877,HD 80883 b,5.47697,,6383.7835217
878,HD 81040 b,6.83498,,1005.98853873
879,HD 81688 b,1.77,,
880,HD 82886 b,2.33,,705.0
881,HD 82943 b,1.539,,441.93
882,HD 82943 c,1.652,,219.929
883,HD 8326 b,0.20955,,158.991
884,HD 83443 b,0.402,,2.985628
885,HD 83443 c,1.5,,8241.0
886,HD 8535 b,0.68,,1313.0
887,HD 85390 b,0.099,,799.52
888,HD 85512 b,0.01,,58.43
889,HD 8574 b,1.766,,227.04
890,HD 86065 b,8.81576,,25775.78858607
891,HD 86081 b,1.48,,2.1378431
892,HD 86226 b,0.45,,1628.0
893,HD 86226 c,0.02281,0.193,3.98442
894,HD 86264 b,12.81667,,1488.79122664
895,HD 86950 b,3.6,,1270.0
896,HD 87646 b,12.4,,13.481
897,HD 87883 b,5.36602,,3309.22117629
898,HD 88072 b,8.07325,,18538.79292976
899,HD 88133 b,0.2845,,3.414884
900,HD 89307 b,2.11,,2166.0
901,HD 89345 b,0.11232,0.612,11.81399
902,HD 89744 b,8.35,,256.78
903,HD 90156 b,0.0371,,49.609
904,HD 9174 b,1.11,,1179.0
905,HD 92788 b,3.52,,325.705
906,HD 92788 c,2.81,,8360.0
907,HD 93083 b,0.37,,143.58
908,HD 93351 b,0.01113,,2.45946479
909,HD 93385 b,0.01321,,7.3426
910,HD 93385 c,0.02234,,13.18
911,HD 93385 d,0.02737,,45.85
912,HD 93963 A b,0.02454,0.12,1.0391353
913,HD 93963 A c,0.06041,0.288,3.6451398
914,HD 9446 b,0.7,,30.052
915,HD 9446 c,1.82,,192.9
916,HD 94834 b,1.26,,1576.0
917,HD 95086 b,5.5,,
918,HD 95089 b,1.26,,464.4
919,HD 95089 c,3.45,,1785.0
920,HD 95127 b,10.63,,482.0
921,HD 95338 b,0.13353,0.347,55.087
922,HD 95544 b,6.63332,,2041.54151819
923,HD 95735 c,0.04279,,2946.0
924,HD 95872 b,3.74,,4375.0
925,HD 96063 b,1.27,,362.5
926,HD 96167 b,0.717,,498.04
927,HD 96700 b,0.028,,8.1245
928,HD 96700 c,0.01101,,19.88
929,HD 96700 d,0.03996,,103.5
930,HD 96992 b,1.14,,514.0
931,HD 97048 b,2.5,,
932,HD 97658 b,0.0247,,9.48908
933,HD 98219 b,1.964,,433.8
934,HD 98649 b,8.38591,,5697.30430313
935,HD 98736 b,2.33,,968.8
936,HD 99109 b,0.474,,441.0
937,HD 99283 b,0.97,,310.4
938,HD 99492 b,0.0841,,17.0495
939,HD 99706 b,1.23,,841.0
940,HD 99706 c,5.69,,1278.0
941,HIP 105854 b,8.2,,184.2
942,HIP 107772 b,0.04059,,55.199
943,HIP 107773 b,1.98,,144.3
944,HIP 109384 b,1.56,,499.48
945,HIP 109600 b,2.68,,232.08
946,HIP 114933 b,1.94,,1481.6
947,HIP 116454 b,0.04,0.22,9.1205
948,HIP 12961 b,0.36,,57.435
949,HIP 14810 b,3.9,,6.673892
950,HIP 14810 c,1.31,,147.747
951,HIP 14810 d,0.59,,981.8
952,HIP 19976 b,0.06479,,50.65905263
953,HIP 34222 b,0.83,,159.986
954,HIP 35173 b,0.03996,,41.516
955,HIP 35965 b,8.01555,,26125.56497309
956,HIP 38594 b,0.02549,,60.722
957,HIP 38594 c,0.15228,,3477.768
958,HIP 4845 b,0.04531,,34.15
959,HIP 48714 b,0.07205,,17.818
960,HIP 5158 b,0.96,,345.72
961,HIP 54373 b,0.02712,,7.76
962,HIP 54373 c,0.03914,,15.144
963,HIP 55507 b,8.25957,,5138.43726957
964,HIP 56640 b,6.76984,,2675.57602947
965,HIP 57274 b,0.02,,8.1352
966,HIP 57274 c,0.40902,,32.03
967,HIP 57274 d,0.5267,,431.7
968,HIP 5763 b,0.51,,30.014
969,HIP 63242 b,9.18,,124.6
970,HIP 65 A b,2.95,,0.981
971,HIP 65407 b,0.428,,28.125
972,HIP 65407 c,0.784,,67.3
973,HIP 65426 b,9.0,1.5,
974,HIP 65891 b,6.08401,,1079.55726024
975,HIP 67851 b,1.56675,,88.87622241
976,HIP 67851 c,7.64758,,3923.66089514
977,HIP 70849 b,9.0,,17337.5
978,HIP 71135 b,0.05915,,87.19
979,HIP 74890 b,2.4,,822.3
980,HIP 75092 b,1.79,,926.4
981,HIP 79431 b,2.1,,111.7
982,HIP 8541 b,8.24857,,1852.14387204
983,HIP 86221 b,0.71,,2.224
984,HIP 90988 b,2.09892,,455.738155
985,HIP 91258 b,1.09,,5.0505
986,HIP 97166 b,0.06293,0.244,10.28891
987,HIP 97166 c,0.03115,,16.84
988,HR 5183 b,3.16,,43000.0
989,HR 810 b,2.27,,302.79999
990,HR 8799 e,10.0,1.17,
991,HU Aqr AB b,5.9,,2390.0
992,HU Aqr AB c,4.5,,4368.0
993,IC 4651 9122 b,6.3,,734.0
994,K2-100 b,0.06859,0.346,1.6739035
995,K2-111 b,0.01664,0.162,5.3518
996,K2-111 c,0.03555,,15.6785
997,K2-132 b,0.49,1.3,
998,K2-140 b,0.93,1.21,6.569188
999,K2-141 b,0.01624,0.133,0.28
1000,K2-141 c,0.02328,0.624,7.7485
1001,K2-146 b,0.01762,0.201,2.6698
1002,K2-146 c,0.02234,0.231,3.9663
1003,K2-18 b,0.02715,0.233,32.940045
1004,K2-18 c,0.02363,,8.962
1005,K2-19 b,0.10194,0.624,7.9222
1006,K2-19 c,0.03398,0.366,11.8993
1007,K2-19 d,0.03146,0.099,2.5081
1008,K2-199 b,0.02171,0.154,3.2253993
1009,K2-199 c,0.03901,0.254,7.3744897
1010,K2-229 c,0.06702,0.189,8.32834
1011,K2-232 b,0.398,1.0,11.168454
1012,K2-233 b,0.03543,0.12,2.4675
1013,K2-233 c,0.0403,0.114,7.06005
1014,K2-233 d,0.06651,0.21,24.3645
1015,K2-238 b,0.86,1.3,3.20466
1016,K2-266 b,0.03545,0.294,0.658524
1017,K2-266 c,0.00091,0.063,7.814
1018,K2-266 d,0.028,0.261,14.697
1019,K2-266 e,0.04499,0.244,19.482
1020,K2-280 b,0.11673,0.669,19.89526
1021,K2-285 b,0.03046,0.231,3.471745
1022,K2-285 c,0.04933,0.315,7.138048
1023,K2-285 d,0.02045,0.221,10.45582
1024,K2-285 e,0.03367,0.174,14.76289
1025,K2-287 b,0.315,0.847,14.893291
1026,K2-290 b,0.0343,0.273,9.21165
1027,K2-290 c,0.774,1.006,48.36685
1028,K2-291 b,0.02014,0.141,2.225
1029,K2-292 b,0.07709,0.235,16.9841
1030,K2-295 b,0.335,0.897,4.024867
1031,K2-31 b,1.85665,,1.25785
1032,K2-32 b,0.0472,0.473,8.992
1033,K2-32 c,0.02549,0.28,20.66093
1034,K2-32 d,0.02108,0.311,31.71701
1035,K2-32 e,0.00661,0.108,4.34934
1036,K2-329 b,0.26,0.774,12.4551225
1037,K2-36 b,0.01227,0.128,1.422614
1038,K2-39 b,0.12522,0.509,4.60497
1039,K2-66 b,0.06702,0.222,5.06963
1040,KELT-10 b,0.679,1.399,4.1662739
1041,KELT-17 b,1.31,1.525,3.0801716
1042,KELT-19 A b,4.07,1.91,4.6117093
1043,KELT-2 A b,1.527,1.29,4.113791
1044,KELT-21 b,3.91,1.586,3.6127647
1045,KELT-4 A b,0.902,1.699,2.9895932
1046,KELT-6 b,0.442,1.18,7.845582
1047,KELT-6 c,3.71,,1276.0
1048,KELT-9 b,2.44,1.783,
1049,KIC 10068024 b,2.0,,2.073549
1050,KIC 5095269 b,7.693,,237.68977
1051,KIC 5479689 b,0.5,,1.701531
1052,KIC 7917485 b,11.8,,840.0
1053,KIC 8121913 b,2.1,,3.294601
1054,KMT-2016-BLG-0212L b,0.02,,
1055,KMT-2016-BLG-1107L b,3.283,,
1056,KMT-2016-BLG-1820L b,4.57,,
1057,KMT-2016-BLG-1836L b,2.2,,
1058,KMT-2016-BLG-2364L b,3.93,,
1059,KMT-2016-BLG-2397L b,2.63,,
1060,KMT-2016-BLG-2605L b,0.771,,
1061,KMT-2017-BLG-1038L b,2.4,,
1062,KMT-2017-BLG-1146L b,0.85,,
1063,KMT-2017-BLG-2509L b,2.09,,
1064,KMT-2018-BLG-0029L b,0.0239,,
1065,KMT-2018-BLG-0748L b,0.19,,
1066,KMT-2018-BLG-1025L b,0.01906,,
1067,KMT-2018-BLG-1292L b,4.42,,
1068,KMT-2018-BLG-1743L b,1.612,,
1069,KMT-2018-BLG-1976L b,1.96,,
1070,KMT-2018-BLG-1988L b,0.01749,,
1071,KMT-2018-BLG-1990L b,0.923,,
1072,KMT-2018-BLG-1996L b,1.09,,
1073,KMT-2019-BLG-0371L b,11.98,,
1074,KMT-2019-BLG-0842L b,0.03234,,
1075,KMT-2019-BLG-1339L b,1.27,,
1076,KMT-2019-BLG-1715L b,2.56,,
1077,KMT-2020-BLG-0414L b,0.00271,,
1078,KMT-2021-BLG-0171L b,0.01856,,
1079,KMT-2021-BLG-0912L b,0.00884,,
1080,KMT-2021-BLG-1689L b,0.14473,,
1081,KOI-142 b,0.03,0.307,10.91647
1082,KOI-142 c,0.674,,22.26492
1083,KOI-1599.01,0.01447,0.17,20.4415
1084,KOI-1599.02,0.02832,0.17,13.6088
1085,KOI-1783.01,0.22339,0.79,134.4628
1086,KOI-1783.02,0.0472,0.485,284.215
1087,KOI-1831 d,0.00702,0.101,34.169
1088,KOI-1833 d,0.03467,0.23,7.685
1089,KOI-3503 b,0.02895,0.106,21.185
1090,KOI-3503 c,0.0326,0.108,31.828
1091,KOI-3680 b,1.93,0.99,141.241671
1092,KOI-4777.01,0.31212,0.045,0.412
1093,KOI-55 b,0.0014,0.068,0.240104
1094,KOI-55 c,0.0021,0.077,0.342887
1095,KOI-984 c,0.07551,,8.5999
1096,Kapteyn c,0.022,,121.54
1097,Kepler-10 b,0.01123,0.133,0.837
1098,Kepler-107 b,0.01104,0.137,3.1800218
1099,Kepler-107 c,0.02954,0.142,4.901452
1100,Kepler-107 d,0.01196,0.077,7.95839
1101,Kepler-107 e,0.02706,0.259,14.749143
1102,Kepler-129 b,0.06293,0.214,15.79
1103,Kepler-129 c,0.13529,0.225,82.2
1104,Kepler-129 d,8.3,,2646.0
1105,Kepler-1514 b,5.28,1.108,217.83184
1106,Kepler-16 b,0.333,0.754,228.776
1107,Kepler-160 d,0.31463,,30.0
1108,Kepler-1647 b,1.51968,1.059,1107.5923
1109,Kepler-1654 b,0.5,0.819,1047.8356
1110,Kepler-1656 b,0.15,,31.562
1111,Kepler-1656 c,0.4,,1919.0
1112,Kepler-1658 b,5.88,1.07,3.84937278
1113,Kepler-1661 b,0.05349,0.345,175.06
1114,Kepler-167 e,1.01,0.906,1071.23205
1115,Kepler-1704 b,4.15,1.065,988.88113
1116,Kepler-1705 b,0.01406,0.181,9.03502
1117,Kepler-1705 c,0.01705,0.183,11.28
1118,Kepler-1708 b,4.6,0.889,737.1131
1119,Kepler-177 b,0.01837,0.312,36.8601
1120,Kepler-177 c,0.04625,0.779,49.40926
1121,Kepler-19 c,0.04122,,28.731
1122,Kepler-19 d,0.07079,,62.95
1123,Kepler-1972 b,0.00636,0.072,7.54425
1124,Kepler-1972 c,0.00664,0.077,11.3295
1125,Kepler-20 g,0.0628,,34.94
1126,Kepler-25 d,0.226,,122.4
1127,Kepler-289 d,0.013,0.239,66.0634
1128,Kepler-29 b,0.01573,0.227,10.33974
1129,Kepler-29 c,0.01416,0.209,13.28613
1130,Kepler-34 b,0.22,0.764,288.822
1131,Kepler-35 b,0.127,0.728,131.458
1132,Kepler-359 d,0.0085,0.41,77.083
1133,Kepler-36 b,0.01749,0.141,13.849039
1134,Kepler-36 c,0.03024,0.329,16.2318713
1135,Kepler-38 b,0.384,0.384,105.599
1136,Kepler-407 c,12.6,,3000.0
1137,Kepler-411 b,0.08055,0.214,3.005156
1138,Kepler-411 c,0.08306,0.394,7.834435
1139,Kepler-411 d,0.04782,0.296,58.02035
1140,Kepler-411 e,0.03398,,31.509728
1141,Kepler-413 b,0.211,0.388,66.262
1142,Kepler-419 c,7.3,,675.47
1143,Kepler-424 c,6.97,,223.3
1144,Kepler-432 c,2.43,,406.2
1145,Kepler-450 b,0.06104,0.543,28.4548844
1146,Kepler-450 c,0.03933,0.232,15.4131395
1147,Kepler-450 d,0.05538,0.084,7.5144279
1148,Kepler-451 c,1.61,,1460.0
1149,Kepler-451 d,1.76,,43.0
1150,Kepler-453 b,0.05034,0.553,240.503
1151,Kepler-454 c,4.46,,523.9
1152,Kepler-46 c,0.362,,57.325
1153,Kepler-462 b,0.16959,0.268,84.6866
1154,Kepler-462 c,0.01888,0.357,207.62
1155,Kepler-47 b,0.00651,0.272,49.4643
1156,Kepler-47 c,0.00997,0.415,303.227
1157,Kepler-47 d,0.05984,0.628,187.366
1158,Kepler-48 e,2.067,,982.0
1159,Kepler-51 b,0.01161,0.615,45.1542
1160,Kepler-51 c,0.01394,0.801,85.3139
1161,Kepler-51 d,0.01793,0.844,130.1845
1162,Kepler-539 c,2.4,,1000.0
1163,Kepler-56 d,5.61,,1002.0
1164,Kepler-595 b,0.05475,0.331,25.3029092
1165,Kepler-595 c,0.01038,0.09,12.38602
1166,Kepler-65 e,0.82,,258.8
1167,Kepler-68 d,0.77,,634.6
1168,Kepler-78 b,0.00557,0.11,0.355
1169,Kepler-79 b,0.03933,0.298,13.484542
1170,Kepler-79 c,0.02989,0.317,27.4023
1171,Kepler-79 d,0.03555,0.617,52.090767
1172,Kepler-79 e,0.01982,0.305,81.063633
1173,Kepler-82 b,0.03823,0.363,26.44
1174,Kepler-82 c,0.04373,0.476,51.54
1175,Kepler-82 f,0.06576,,75.732
1176,Kepler-88 d,3.05046,,1403.0
1177,Kepler-9 b,0.13655,0.74,19.23891
1178,Kepler-9 c,0.09408,0.721,38.9853
1179,Kepler-93 c,8.5,,3650.0
1180,Kepler-94 c,9.836,,820.3
1181,Kepler-97 c,1.08,,789.0
1182,L 98-59 b,0.00126,0.076,2.2531136
1183,L 98-59 c,0.00698,0.124,3.6906777
1184,L 98-59 d,0.0061,0.136,7.4507245
1185,L 98-59 e,0.00963,,12.796
1186,LHS 1140 b,0.02007,0.146,24.73694
1187,LHS 1140 c,0.00554,0.104,3.77792
1188,LHS 1478 b,0.00733,0.111,1.9495378
1189,LHS 1678 b,0.0011,0.062,0.8602322
1190,LHS 1678 c,0.0044,0.088,3.694247
1191,LP 890-9 b,0.04153,0.118,2.7299025
1192,LP 890-9 c,0.0796,0.122,8.457463
1193,LSPM J2116+0234 b,0.04185,,14.4399
1194,LTT 1445 A b,0.00903,0.116,5.3587657
1195,LTT 1445 A c,0.00485,0.102,3.1239035
1196,LTT 3780 b,0.00736,0.12,0.768377
1197,LTT 3780 c,0.01979,0.216,12.252131
1198,LTT 9779 b,0.09225,0.421,0.792052
1199,Lupus-TR-3 b,0.81,0.89,3.91405
1200,MASCARA-1 b,3.7,1.5,2.14878
1201,MASCARA-4 b,3.1,1.53,2.82406
1202,MOA-2007-BLG-192L b,0.01,,
1203,MOA-2007-BLG-400L b,0.83,,
1204,MOA-2008-BLG-310L b,0.0736,,
1205,MOA-2008-BLG-379L b,4.1,,
1206,MOA-2009-BLG-266L b,0.0327,,2800.0
1207,MOA-2009-BLG-319L b,0.212,,
1208,MOA-2009-BLG-387L b,2.6,,1980.0
1209,MOA-2010-BLG-073L b,11.0,,
1210,MOA-2010-BLG-117L b,0.54,,
1211,MOA-2010-BLG-328L b,0.029,,
1212,MOA-2010-BLG-353L b,0.27,,
1213,MOA-2010-BLG-477L b,1.5,,
1214,MOA-2011-BLG-028L b,0.09,,
1215,MOA-2011-BLG-291L b,0.057,,
1216,MOA-2011-BLG-293L b,4.8,,
1217,MOA-2011-BLG-322L b,11.6,,
1218,MOA-2012-BLG-006L b,8.4,,
1219,MOA-2012-BLG-505L b,0.0211,,
1220,MOA-2013-BLG-220L b,2.74,,
1221,MOA-2013-BLG-605L b,0.0261,,
1222,MOA-2015-BLG-337L b,0.106,,
1223,MOA-2016-BLG-227L b,5.3,,
1224,MOA-2016-BLG-319L b,0.62,,
1225,MOA-bin-1L b,3.7,,
1226,MOA-bin-29 b,0.6,,
1227,NGC 2682 Sand 364 b,1.57,,120.951
1228,NGC 2682 Sand 978 b,2.18,,511.21
1229,NGC 2682 YBP 1194 b,0.33,,6.96
1230,NGC 2682 YBP 1514 b,0.4,,5.118
1231,NGC 2682 YBP 401 b,0.42,,4.087
1232,NGTS-10 b,2.162,1.205,0.7668944
1233,NGTS-11 b,0.344,0.817,35.45533
1234,NGTS-12 b,0.208,1.048,7.532806
1235,NGTS-13 b,4.84,1.142,4.119027
1236,NGTS-14 A b,0.092,0.444,3.5357173
1237,NGTS-15 b,0.751,1.1,3.27623
1238,NGTS-16 b,0.667,1.3,4.84532
1239,NGTS-17 b,0.764,1.24,3.24253
1240,NGTS-18 b,0.409,1.21,3.05125
1241,NGTS-2 b,0.74,1.595,4.511164
1242,NGTS-20 b,2.98,1.07,54.18915
1243,NGTS-3 A b,2.38,1.48,1.6753728
1244,NGTS-5 b,0.229,1.136,3.3569866
1245,NGTS-6 b,1.339,1.326,0.882059
1246,NGTS-8 b,0.93,1.09,2.4997
1247,NGTS-9 b,2.9,1.07,4.43527
1248,NN Ser c,7.33,,5573.55
1249,NN Ser d,2.3,,2883.5
1250,NY Vir b,2.66,,3160.0
1251,NY Vir c,5.54,,8799.0
1252,OGLE-2003-BLG-235L b,2.6,,
1253,OGLE-2005-BLG-071L b,3.4,,
1254,OGLE-2005-BLG-169L b,0.0415,,
1255,OGLE-2005-BLG-390L b,0.017,,3285.0
1256,OGLE-2006-BLG-109L b,0.727,,1788.5
1257,OGLE-2006-BLG-109L c,0.27,,4927.5
1258,OGLE-2007-BLG-349L AB c,0.25171,,2557.0
1259,OGLE-2007-BLG-368L b,0.06,,
1260,OGLE-2008-BLG-092L b,0.18,,
1261,OGLE-2008-BLG-355L b,4.6,,
1262,OGLE-2011-BLG-0173L b,0.18,,
1263,OGLE-2011-BLG-0251L b,0.45,,
1264,OGLE-2011-BLG-0265L b,0.88,,
1265,OGLE-2012-BLG-0026L b,0.145,,
1266,OGLE-2012-BLG-0026L c,0.86,,
1267,OGLE-2012-BLG-0358L b,1.82,,
1268,OGLE-2012-BLG-0563L b,0.39,,
1269,OGLE-2012-BLG-0724L b,0.47,,
1270,OGLE-2012-BLG-0838L b,0.167,,
1271,OGLE-2012-BLG-0950L b,0.06,,
1272,OGLE-2013-BLG-0132L b,0.29,,
1273,OGLE-2013-BLG-1721L b,0.64,,
1274,OGLE-2013-BLG-1761L b,2.7,,
1275,OGLE-2014-BLG-0124L b,0.47,,
1276,OGLE-2014-BLG-0319L b,0.57,,
1277,OGLE-2014-BLG-0676L b,3.68,,
1278,OGLE-2014-BLG-1722L b,0.174,,
1279,OGLE-2014-BLG-1722L c,0.263,,
1280,OGLE-2014-BLG-1760L b,0.56,,
1281,OGLE-2015-BLG-0051L b,0.72,,
1282,OGLE-2015-BLG-0954L b,3.4,,
1283,OGLE-2015-BLG-0966L b,0.066,,
1284,OGLE-2015-BLG-1649L b,2.54,,
1285,OGLE-2015-BLG-1670L b,0.0563,,
