,name,mass,radius,orbper
1843,OGLE-2018-BLG-1700L b,4.4,,
1844,OGLE-2018BLG-1011L b,1.8,,
1845,OGLE-2018BLG-1011L c,2.8,,
1846,OGLE-2019-BLG-0299 b,6.22,,
1847,OGLE-2019-BLG-0362 b,3.3,,
1848,OGLE-2019-BLG-0468L b,3.43,,
1849,OGLE-2019-BLG-0468L c,10.22,,
1850,OGLE-2019-BLG-0551,0.0242,,
1851,OGLE-2019-BLG-0960 b,0.00708,,
1852,OGLE-2019-BLG-1053L b,0.0078,,
1853,OGLE-2019-BLG-1470LAB b,2.2,,
1854,OGLE-2019-BLG-1492 b,0.1167,,
1855,OGLE-GD-ECL-11388 b,12.5,,3250.0
1856,OGLE-TR-10 b,0.68,1.72,3.10129
1857,OGLE-TR-111 b,0.54,1.077,4.01451
1858,OGLE-TR-113 b,1.24,1.11,1.4324772
1859,OGLE-TR-132 b,1.17,1.23,1.689868
1860,OGLE-TR-182 b,1.06,1.47,3.9791
1861,OGLE-TR-211 b,0.75,1.26,3.67724
1862,OGLE-TR-56 b,1.3,1.2,1.211909
1863,OGLE2-TR-L9 b,4.34,1.614,2.4855335
1864,OY Car b,8.48,,
1865,Oph 98 b,7.8,1.86,8035500.0
1866,PDS 70 b,7.0,,45108.0
1867,PDS 70 c,4.4,,69945.0
1868,POTS-1 b,2.31,0.941,3.1606296
1869,PSR 0636 b,8.0,,0.067
1870,PSR 1257 12 b,7e-05,,25.262
1871,PSR 1257 12 c,0.013,,66.5419
1872,PSR 1257 12 d,0.012,,98.2114
1873,PSR 1719-14 b,1.0,0.4,0.090706293
1874,PSR B0329+54 b,0.0062,,10139.34
1875,PSR B0943+10 b,2.8,,730.0
1876,PSR B0943+10 c,2.6,,1460.0
1877,PSR B1620-26 (AB) b,2.5,,36525.0
1878,PSR J1311-3430 b,12.0,,0.065115
1879,PSR J1807-2459 A b,9.4,,0.07
1880,PSR J2241-5236 b,12.0,,0.1456722395
1881,PSR J2322-2650 b,0.7949,,0.322964
1882,Pr 0201 b,0.54,,4.4264
1883,Pr 0211 b,1.88,,2.14609
1884,Pr 0211 c,7.95,,5300.0
1885,Proxima Centauri b,0.00337,,11.1881
1886,Proxima Centauri d,0.00082,,5.167
1887,QZ Ser b,0.63,,1.04
1888,Qatar-1 b,1.294,1.143,1.42002504
1889,Qatar-10 b,0.736,1.534,1.645321
1890,Qatar-2 b,2.494,1.254,1.33711647
1891,Qatar-3 b,4.31,1.096,2.5079204
1892,Qatar-4 b,5.85,1.552,1.8053949
1893,Qatar-5 b,4.32,1.107,2.8792319
1894,Qatar-6 A b,0.668,1.062,3.506189
1895,Qatar-7 b,1.88,1.7,2.032046
1896,Qatar-8 b,0.371,1.285,3.71495
1897,Qatar-9 b,1.19,1.009,1.540731
1898,ROXs 42B (AB) b,9.0,2.5,
1899,RR Cae (AB) b,3.0,,5479.0
1900,Ross 128 b,0.0044,,9.8658
1901,Ross 458 (AB) c,11.3,1.07,
1902,Ross 508 b,0.01249,,10.77
1903,S Ori 68,5.0,,
1904,SAND 364 b,1.54,,121.71
1905,SDSS J1110+0116,11.0,1.18,
1906,SIMP0136+0933,12.7,,
1907,SWEEPS-04 b,3.8,0.81,4.2
1908,SWEEPS-11 b,9.7,1.13,1.796
1909,Sand 178 b,10.4,,123.93
1910,TAP 26 b,1.73,,10.91
1911,TCP J050742+244755 b,0.06,,
1912,TIC 156514476.01,0.02973,,14.42177
1913,TIC 172900988 (AB) b,2.84,0.9876,188.763
1914,TIC 237913194 b,1.942,1.117,15.168865
1915,TOI-1062 b,0.032,0.20198,4.11412
1916,TOI-1062 c,9.35,,
1917,TOI-1064 b,0.0425,0.2308,6.443868
1918,TOI-1064 c,0.0079,0.23651,12.226574
1919,TOI-1075 b,0.013,0.1534,0.6047328
1920,TOI-1107 b,3.35,1.3,4.0782387
1921,TOI-1130 c,0.974,1.5,8.350381
1922,TOI-1181 b,1.18,1.3,2.103195
1923,TOI-1201 b,0.01976,0.21545,2.4919863
1924,TOI-122 b,0.0277,0.2427,5.07803
1925,TOI-1221 b,3.5,0.2596,91.68278
1926,TOI-1231 b,0.0485,0.3256,24.245586
1927,TOI-1235 b,0.0186,0.15113,3.444717
1928,TOI-1238 b,0.01183,0.1079,0.764597
1929,TOI-1238 c,0.02618,0.1882,3.294736
1930,TOI-1246 b,0.0255,0.2685,4.30744
1931,TOI-1246 c,0.0277,0.2239,5.904144
1932,TOI-1246 d,0.0167,0.3131,18.6559
1933,TOI-1246 e,0.0466,0.3372,37.9216
1934,TOI-125 b,0.0299,0.2432,4.65382
1935,TOI-125 c,0.02086,0.24614,9.15059
1936,TOI-125 d,0.0428,0.2614,19.98
1937,TOI-1259A b,0.441,1.022,3.47798
1938,TOI-1260 b,0.02709,0.20832,3.12748
1939,TOI-1260 c,0.03725,0.2516,7.49325
1940,TOI-1266 b,0.05,0.2114,10.894843
1941,TOI-1266 c,0.0201,0.1392,18.80151
1942,TOI-1268 b,0.29,0.82,8.1577094
1943,TOI-1272 b,0.0774,0.3693,3.31599
1944,TOI-1272 c,0.084,,8.689
1945,TOI-1296 b,0.298,1.231,3.9443715
1946,TOI-1298 b,0.356,0.841,4.537164
1947,TOI-132 b,0.07183,0.306,2.1097008
1948,TOI-1333 b,2.37,1.396,4.720219
1949,TOI-1338 b,0.095,0.5986,95.141
1950,TOI-1411 b,0.0079,0.1213,1.4520358
1951,TOI-1422 b,0.028,0.3533,12.9972
1952,TOI-1422 c,0.0349,,29.29
1953,TOI-1430 b,0.022,0.187,7.434162
1954,TOI-1431 b/MASCARA-5 b,3.14,1.508,2.65022
1955,TOI-1442 b,0.005,0.1044,0.41
1956,TOI-1444 b,0.01218,0.12463,0.4702694
1957,TOI-1444 c,11.8,,16.086
1958,TOI-1452 b,0.01517,0.14917,11.06201
1959,TOI-1468 b,0.0101,0.1142,1.8805136
1960,TOI-1468 c,0.02089,0.18414,15.532482
1961,TOI-1478 b,0.847,1.06,10.180249
1962,TOI-150 b,2.51,1.255,5.857487
1963,TOI-1516 b,3.16,1.36,2.056014
1964,TOI-1518 b,2.3,1.875,1.902603
1965,TOI-157 b,1.18,1.286,2.0845435
1966,TOI-1601 b,0.99,1.239,5.331751
1967,TOI-163 b,1.22,1.489,4.231306
1968,TOI-1634 b,0.01545,0.1597,0.989343
1969,TOI-1669 b,0.0132,0.214,2.68005
1970,TOI-1669 c,0.602,,501.0
1971,TOI-1670 b,0.0434,0.1838,10.98462
1972,TOI-1670 c,0.63,0.987,40.74976
1973,TOI-1683 b,0.025,0.205,1.05752578
1974,TOI-1685 b,0.01189,0.152,0.6691403
1975,TOI-169 b,0.791,1.086,2.2554477
1976,TOI-1693 b,0.0088,0.1258,1.7666957
1977,TOI-1694 b,0.0979,0.4853,3.77015
1978,TOI-1694 c,0.929,,393.2
1979,TOI-1696 b,0.1787,0.2891,2.50031
1980,TOI-1710 b,0.089,0.4764,24.283429
1981,TOI-172 b,5.41,0.965,9.47721
1982,TOI-1728 b,0.08426,0.4505,3.49151
1983,TOI-1749 b,0.06,0.124,2.38839
1984,TOI-1749 c,0.0066,0.1891,4.4929
1985,TOI-1749 d,0.0135,0.2248,9.0497
1986,TOI-1759 b,0.0214,0.273,18.849975
1987,TOI-178 b,0.00472,0.10278,1.914558
1988,TOI-178 c,0.01501,0.1489,3.23845
1989,TOI-178 d,0.00947,0.22946,6.5577
1990,TOI-178 e,0.01214,0.1969,9.961881
1991,TOI-178 f,0.02429,0.20403,15.231915
1992,TOI-178 g,0.0124,0.256,20.7095
1993,TOI-1789 b,0.7,1.4,3.208666
1994,TOI-1807 b,0.00714,0.1222,0.549229
1995,TOI-1811 b,0.974,1.0,3.7130818
1996,TOI-1820 b,2.3,1.12,4.8607
1997,TOI-1842 b,0.214,1.04,9.5739
1998,TOI-1860 b,0.0069,0.1169,1.062107
1999,TOI-1899 b,0.66,1.37,29.02
2000,TOI-2000 b,0.0324,0.2355,3.098331
2001,TOI-2000 c,0.2382,0.711,9.1270553
2002,TOI-201 b,0.42,1.0,52.97818
2003,TOI-2025 b,4.4,1.12,8.872086
2004,TOI-2046 b,2.3,1.44,1.4971842
2005,TOI-206 b,0.0069,0.116,0.7363104
2006,TOI-2081 b,0.016,0.182,10.50534
2007,TOI-2109 b,5.02,1.347,0.67247414
2008,TOI-2136 b,0.0148,0.1865,7.85191
2009,TOI-2145 b,5.35,1.103,10.261081
2010,TOI-2152 b,2.83,1.281,3.3773512
2011,TOI-2154 b,0.92,1.453,3.6240801
2012,TOI-2158 b,0.82,0.96,8.60077
2013,TOI-216 b,0.059,0.6861,17.0968
2014,TOI-216 c,0.56,0.901,34.5516
2015,TOI-2180 b,2.755,1.01,260.158
2016,TOI-2184 b,0.65,1.017,6.90683
2017,TOI-2193 b,0.94,1.77,2.1225735
2018,TOI-2196 b,0.082,0.3131,1.1947268
2019,TOI-220 b,0.0428,0.2694,10.695264
2020,TOI-2202 b,0.978,1.0,11.9101
2021,TOI-2202 c,0.369,,24.6744
2022,TOI-2207 b,0.64,0.995,8.001968
2023,TOI-2236 b,1.58,1.282,3.5315902
2024,TOI-2257 b,0.0179,0.19574,35.189346
2025,TOI-2260 b,0.011,0.1445,0.3524728
2026,TOI-2285 b,0.0614,0.1552,27.26955
2027,TOI-2337 b,1.0,0.9,2.99432
2028,TOI-237 b,0.009,0.1285,5.436098
2029,TOI-2406 b,0.0286,0.2623,3.0766896
2030,TOI-2411 b,0.0123,0.1499,0.7826942
2031,TOI-2421 b,0.333,0.924,4.474032
2032,TOI-2427 b,0.0129,0.161,1.3060011
2033,TOI-2445 b,0.006,0.1115,0.3711281
2034,TOI-2497 b,5.21,1.0,10.655661
2035,TOI-251 b,1.0,0.2444,4.93777
2036,TOI-2567 b,0.2,0.975,5.983944
2037,TOI-257 b,0.134,0.626,18.38827
2038,TOI-2669 b,0.61,1.76,6.2034
2039,TOI-269 b,0.0277,0.2471,3.6977104
2040,TOI-270 b,0.006,0.11125,3.36008
2041,TOI-270 c,0.0208,0.2159,5.660172
2042,TOI-270 d,0.017,0.19,11.38014
2043,TOI-3331 b,2.27,1.158,2.0180231
2044,TOI-3362 b,5.029,1.142,18.09547
2045,TOI-3540 b,1.18,2.1,3.119999
2046,TOI-3629 b,0.26,0.74,3.936551
2047,TOI-3693 b,1.02,1.124,8.088516
2048,TOI-3714 b,0.7,1.01,2.154849
2049,TOI-3757 b,0.2684,1.07,3.438753
2050,TOI-402 b,0.0227,0.1516,4.75642
2051,TOI-402 c,0.02766,0.225,17.1784
2052,TOI-4137 b,1.01,1.211,3.8016122
2053,TOI-4138 b,0.67,1.49,3.660028
2054,TOI-421 b,0.05107,0.4612,16.06815
2055,TOI-421 c,0.02218,0.2427,5.19676
2056,TOI-431 b,0.00966,0.1142,0.490047
2057,TOI-431 c,2.83,,4.8494
2058,TOI-431 d,0.0311,0.2935,12.46103
2059,TOI-4329 b,0.45,1.5,2.9233
2060,TOI-4479 b,0.0261,0.2516,1.1589
2061,TOI-4562 b,3.29,1.072,225.11757
2062,TOI-481 b,1.53,0.99,10.33111
2063,TOI-500 b,0.005,0.1035,0.5481579
2064,TOI-500 c,0.0146,,6.6299
2065,TOI-500 d,0.10553,,26.235
2066,TOI-500 e,0.03757,,60.33
2067,TOI-5153 b,3.26,1.06,20.33003
2068,TOI-5205 b,1.08,1.035,1.630757
2069,TOI-530 b,0.4,0.83,6.387597
2070,TOI-532 b,0.1935,0.5192,2.32666508
2071,TOI-544 b,0.016,0.1811,1.548351
2072,TOI-5542 b,1.32,1.009,75.12375
2073,TOI-558 b,3.61,1.086,14.574071
2074,TOI-559 b,6.01,1.091,6.9839095
2075,TOI-561 b,0.00705,0.1222,0.4465688
2076,TOI-561 c,0.0208,0.2596,10.778831
2077,TOI-561 d,0.03823,0.2516,25.7124
2078,TOI-561 e,0.0428,0.2275,77.03
2079,TOI-564 b,1.463,1.02,1.651144
2080,TOI-620 b,0.0485,0.3354,5.0988179
2081,TOI-628 b,6.33,1.06,3.4095675
2082,TOI-640 b,0.88,1.771,5.0037775
2083,TOI-674 b,0.0739,0.4693,1.977143
2084,TOI-677 b,1.236,1.179,11.2366
2085,TOI-700 b,0.00406,0.0901,9.97701
2086,TOI-700 c,0.0249,0.2346,16.051998
2087,TOI-700 d,0.00711,0.1062,37.426
2088,TOI-712 b,0.0176,0.1828,9.531361
2089,TOI-712 c,0.0274,0.241,51.69906
2090,TOI-712 d,0.0236,0.22072,84.8396
2091,TOI-763 b,0.0308,0.2034,5.6057
2092,TOI-763 c,0.02932,0.2346,12.2737
2093,TOI-776 b,0.01466,0.1633,8.24664
2094,TOI-776 c,0.0192,0.1838,15.6653
2095,TOI-824 b,0.058104,0.26104,1.392978
2096,TOI-833 b,0.006,0.1133,1.04318777
2097,TOI-836 b,0.01425,0.15202,3.81673
2098,TOI-836 c,0.0302,0.2308,8.59545
2099,TOI-849 b,0.12299,0.30726,0.76552414
2100,TOI-892 b,0.95,1.07,10.62656
2101,TOI-905 b,0.667,1.171,3.739494
2102,TOI-942 b,2.599,0.4291,4.32419
2103,TOI-942 c,2.501,0.5166,10.15643
2104,TOI-954 b,0.174,0.852,3.6849729
2105,TRAPPIST-1 b,0.0027,0.09689,1.51087081
2106,TRAPPIST-1 c,0.00434,0.09421,2.4218233
2107,TRAPPIST-1 d,0.0013,0.0689,4.04961
2108,TRAPPIST-1 e,0.002,0.0819,6.099615
2109,TRAPPIST-1 f,0.0021,0.09323,9.20669
2110,TRAPPIST-1 g,0.00422,0.1005,12.35294
2111,TRAPPIST-1 h,0.001041,0.0674,20.0
2112,TVLM 513-46546 b,0.38,,220.0
2113,TYC 2187-512-1 b,0.34,,694.86
2114,TYC 3318-01333-1 b,3.42,,562.0
2115,TYC 3667-1280-1 b,5.4,,26.468
2116,TYC 4282-605-1 b,10.78,,101.54
2117,TYC 8998-760-1 c,6.0,,
2118,TYC+1422-614-1 b,2.51,,198.44
2119,TYC+1422-614-1 c,10.1,,569.2
2120,Teegarden's b,0.0033,,4.91
2121,Teegarden's c,0.00349,,11.409
2122,TrES-1 b,0.761,1.099,3.0300722
2123,TrES-2 A b,1.253,1.189,2.4706133738
2124,TrES-3 b,1.91,1.305,1.30618608
2125,TrES-4 b,0.917,1.706,3.5539268
2126,TrES-5 b,1.778,1.209,1.4822446
2127,UKIRT-2017-BLG-001 b,1.28,,
2128,ULAS1335,12.5,,
2129,ULASJ0034,12.5,,
2130,USco J155150.2-213457,8.0,,
2131,UZ For (AB) b,6.3,,5800.0
2132,UZ For (AB) c,7.7,,1900.0
2133,V 1298 Tau b,2.2,0.8217,24.1382
2134,V2051 Oph (AB) b,7.3,,
2135,V391 Peg b,3.2,,1170.0
2136,V470 Cam (AB) c,11.8,,4847.0
2137,WASP-1 b,0.947,1.514,2.5199448
2138,WASP-10 b,3.16,1.08,3.0927616
2139,WASP-100 b,2.03,1.69,2.849375
2140,WASP-101 b,0.5,1.41,3.585722
2141,WASP-102 b,0.624,1.259,2.709813
2142,WASP-103 b,1.49,1.528,0.925542
2143,WASP-104 b,1.272,1.137,1.7554137
2144,WASP-105 b,1.8,0.96,7.87288
2145,WASP-106 b,1.925,1.085,9.289715
2146,WASP-107 b,0.12,0.94,5.72149
2147,WASP-107 c,0.36,,1088.0
2148,WASP-108 b,1.167,1.215,2.6755463
2149,WASP-109 b,0.91,1.443,3.3190233
2150,WASP-110 b,0.515,1.238,3.7783977
2151,WASP-111 b,1.83,1.442,2.310965
2152,WASP-112 b,0.88,1.191,3.0353992
2153,WASP-113 b,0.475,1.409,4.54216874538
2154,WASP-114 b,1.769,1.339,1.5487743
2155,WASP-117 b,0.2755,1.021,10.02165
2156,WASP-118 b,0.514,1.44,4.0460435
2157,WASP-119 b,1.23,1.4,2.49979
2158,WASP-12 b,1.46,1.9,1.09141937
2159,WASP-120 b,5.01,1.515,3.6112706
2160,WASP-121 b,1.183,1.865,1.2749255
2161,WASP-122 b,1.372,1.792,1.7100567
2162,WASP-123 b,0.92,1.327,2.977641
2163,WASP-124 b,0.6,1.24,3.37265
2164,WASP-126 b,0.2841,0.96,3.2888
2165,WASP-126 c,0.202,,7.63
2166,WASP-127 b,0.18,1.37,4.178062
2167,WASP-129 b,1.0,0.93,5.748145
2168,WASP-13 b,0.485,1.365,4.353011
2169,WASP-130 b,1.23,0.89,11.55098
2170,WASP-131 b,0.27,1.22,5.322023
2171,WASP-132 b,0.41,0.8966,7.133514
2172,WASP-133 b,1.16,1.21,2.176423
2173,WASP-134 b,1.412,0.988,10.1467583
2174,WASP-134 c,0.7,,70.01
2175,WASP-135 b,1.9,1.3,1.4013794
2176,WASP-136 b,1.51,1.38,5.215357
2177,WASP-137 b,0.681,1.27,3.9080284
2178,WASP-138 b,1.09,,3.634433
2179,WASP-139 b,0.117,0.8,5.924262
2180,WASP-14 b,7.341,1.281,2.2437661
2181,WASP-140 b,2.44,1.44,2.2359835
2182,WASP-141 b,2.69,1.21,3.310651
2183,WASP-142 b,0.84,1.53,2.052868
2184,WASP-143 b,0.725,1.234,3.778873
2185,WASP-144 b,0.44,0.85,2.2783152
2186,WASP-145 A b,0.89,0.9,
2187,WASP-146 b,1.11,1.228,3.396944
2188,WASP-147 b,0.275,1.115,4.60273
2189,WASP-148 b,0.287,0.756,8.80345
2190,WASP-148 c,0.378,,34.55619
2191,WASP-15 b,0.542,1.428,3.7520656
2192,WASP-150 b,8.46,1.07,5.644207
2193,WASP-151 b,0.31,1.13,4.533471
2194,WASP-153 b,0.39,1.55,3.332609
2195,WASP-156 b,0.1303,0.554,3.8361603
2196,WASP-157 b,0.574,0.998,3.951623
2197,WASP-158 b,2.79,1.07,
2198,WASP-159 b,0.55,1.38,3.840401
2199,WASP-16 b,0.855,1.008,3.1186009
2200,WASP-160 B b,0.281,1.093,3.768495
2201,WASP-161 b,2.49,1.143,5.4060425
2202,WASP-162 b,5.2,1.0,9.62468
2203,WASP-163 b,1.87,1.202,1.6096884
2204,WASP-164 b,2.13,1.128,1.7771255
2205,WASP-165 b,0.658,1.26,3.465509
2206,WASP-166 b,0.102,0.6155,5.44354215
2207,WASP-167 b,8.0,1.51,2.0219591
2208,WASP-168 b,0.42,1.5,4.153658
2209,WASP-169 b,0.561,1.304,5.6114118
2210,WASP-17 b,0.486,1.991,3.735438
2211,WASP-170 b,1.6,1.096,2.34478022
2212,WASP-171 b,1.084,0.988,3.8186244
2213,WASP-172 b,0.47,1.57,5.477433
2214,WASP-174 b,0.33,1.437,4.2337005
2215,WASP-175 b,0.99,1.208,3.0652907
2216,WASP-176 b,0.855,1.505,3.899052
2217,WASP-177 b,0.508,1.58,3.071722
2218,WASP-178 b,1.41,1.94,3.3448285
2219,WASP-18 b,10.4296,1.165,0.9414518
2220,WASP-18 c,0.1737,,2.1558
2221,WASP-180 A b,0.8,1.29,3.409265
2222,WASP-181 b,0.299,1.184,4.5195064
2223,WASP-182 b,0.148,0.85,3.3769848
2224,WASP-183 b,0.502,1.47,4.1117771
2225,WASP-184 b,0.57,1.33,5.1817
2226,WASP-185 b,0.98,1.25,9.38755
2227,WASP-186 b,4.22,1.11,5.026799
2228,WASP-187 b,0.8,1.64,5.147878
2229,WASP-189 b,1.99,1.619,2.724033
2230,WASP-19 b,1.139,1.41,0.78884
2231,WASP-190 b,1.0,1.15,5.367753
2232,WASP-192 b,2.3,1.23,2.8786765
2233,WASP-2 A b,0.847,1.079,2.15222144
2234,WASP-20 A b,0.313,1.459,4.8996285
2235,WASP-21 b,0.3,1.21,4.3225126
2236,WASP-22 b,0.617,1.199,3.5327313
2237,WASP-23 b,0.884,0.962,2.9444256
2238,WASP-24 b,1.071,1.3,2.3412127
2239,WASP-25 b,0.58,1.26,3.76483
2240,WASP-26 b,1.028,1.281,2.7566004
2241,WASP-28 b,0.907,1.213,3.40883
2242,WASP-29 b,0.243,0.775,3.92271218
2243,WASP-3 b,2.06,1.454,1.8468372
2244,WASP-31 b,0.478,1.537,3.405909
2245,WASP-32 b,3.6,1.18,2.71865
2246,WASP-33 b,2.8,1.603,1.21986967
2247,WASP-34 b,0.59,1.22,4.3176782
2248,WASP-35 b,0.72,1.32,3.161575
2249,WASP-36 b,2.279,1.269,1.5373653
2250,WASP-37 b,1.8,1.16,3.577471
2251,WASP-38 b,2.712,1.079,6.871815
2252,WASP-39 b,0.28,1.27,4.055259
2253,WASP-4 b,1.1974,1.3846,1.338231602
2254,WASP-41 b,0.94,1.18,3.052404
2255,WASP-41 c,3.18,,421.0
2256,WASP-42 b,0.5,1.08,4.9816872
2257,WASP-43 b,2.034,1.036,0.81347753
2258,WASP-44 b,0.889,1.14,2.4238039
2259,WASP-45 b,1.007,1.16,3.1260876
2260,WASP-46 b,2.101,1.31,1.43037
2261,WASP-47 b,1.14243,1.127,4.1591289
2262,WASP-47 c,1.31,,596.0
2263,WASP-47 d,0.04122,0.319,9.03077
2264,WASP-47 e,0.02149,0.161,0.789592
2265,WASP-48 b,0.98,1.67,2.143634
2266,WASP-49 A b,0.378,1.115,2.7817387
2267,WASP-5 b,1.637,1.171,1.6284246
2268,WASP-50 b,1.437,1.138,1.9550959
2269,WASP-52 b,0.46,1.27,1.7497798
2270,WASP-53 b,2.132,1.074,3.3098443
2271,WASP-54 b,0.6,1.4,3.7
2272,WASP-55 b,0.57,1.33,4.46563
2273,WASP-56 b,0.6,1.2,4.6
2274,WASP-57 b,0.8,1.1,2.8
2275,WASP-58 b,0.89,1.37,5.01718
2276,WASP-59 b,0.863,0.775,7.919585
2277,WASP-6 b,0.503,1.224,3.361006
2278,WASP-60 b,0.5,0.9,4.3
2279,WASP-61 b,2.06,1.24,3.8559
2280,WASP-62 b,0.57,1.39,4.411953
2281,WASP-63 b,0.38,1.43,4.37809
2282,WASP-64 b,1.2,0.7,1.6
2283,WASP-65 b,1.55,1.112,2.3114243
2284,WASP-66 b,2.32,1.39,4.086052
2285,WASP-67 b,0.42,1.4,4.61442
2286,WASP-68 b,0.95,1.24,5.084298
2287,WASP-69 b,0.26,1.057,3.8681382
2288,WASP-7 b,0.96,1.33,4.9546416
2289,WASP-70 A b,0.59,1.164,3.7130203
2290,WASP-71 b,2.258,1.5,2.9036747
2291,WASP-72 b,1.461,1.27,2.2167421
2292,WASP-73 b,1.88,1.16,4.08722
2293,WASP-74 b,0.826,1.248,2.13775138
2294,WASP-75 b,1.07,1.27,2.484193
2295,WASP-76 b,0.92,1.83,1.809886
2296,WASP-77 A b,1.76,1.21,1.3600309
2297,WASP-78 b,0.89,1.7,2.17517656
2298,WASP-79 b,0.9,1.7,3.6623817
2299,WASP-8 b,2.244,1.038,8.158715
2300,WASP-80 b,0.554,0.952,3.0678504
2301,WASP-81 b,0.729,1.429,2.7164762
2302,WASP-82 b,1.24,1.67,2.705782
2303,WASP-83 b,0.3,1.04,4.071252
2304,WASP-84 b,0.694,0.942,8.5234865
2305,WASP-85 A b,1.265,1.24,2.6556777
2306,WASP-87 A b,2.18,1.385,1.682795
2307,WASP-88 b,0.56,1.7,4.954
2308,WASP-89 b,5.9,1.04,3.3564227
2309,WASP-90 b,0.63,1.63,3.916243
2310,WASP-91 b,1.34,1.03,2.798581
2311,WASP-92 b,0.805,1.461,2.1746742
2312,WASP-93 b,1.47,1.597,2.7325321
2313,WASP-94 A b,0.452,1.72,3.9501907
2314,WASP-94 B b,0.618,,2.00839
2315,WASP-95 b,1.206,1.098,2.1846656
2316,WASP-96 b,0.48,1.2,3.4252602
2317,WASP-97 b,1.32,1.13,2.07276
2318,WASP-98 b,0.83,1.1,2.96264
2319,WASP-99 b,2.78,1.1,5.75251
2320,WD 0806-661 B b,8.0,,
2321,WD 1145+017 b,2.1e-06,,0.1875
2322,WISE 0855-0714,6.0,,
2323,WISE 1828+2650,10.25,,
2324,WISE J1355-8258 b,9.0,,
2325,WISE J2216+1952,5.0,1.32,
2326,WISEA J083011.95+283716.0,8.5,,
2327,WTS-1 b,4.01,1.49,3.352059
2328,WTS-2 b,1.12,1.3,1.0187074
2329,Wendelstein-1 b,0.59,1.0,2.663416
2330,Wendelstein-2 b,0.73,1.0,1.7522239
2331,Wolf 1061 b,0.00601,,4.8869
2332,Wolf 1061 c,0.0107,,17.8719
2333,Wolf 1061 d,0.0242,,217.21
2334,Wolf 359 b,0.1381,,2938.0
2335,Wolf 359 c,0.012,,2.68687
2336,XO-1 b,0.9,1.184,3.9415128
2337,XO-2N b,0.62,0.973,2.615838
2338,XO-2S b,0.259,,18.157
2339,XO-2S c,1.37,,120.8
2340,XO-3 b,11.79,1.217,3.1915239
2341,XO-4 b,1.615,1.317,4.12473
2342,XO-5 b,1.077,1.03,4.1877537
2343,XO-6 b,1.9,2.07,3.7650007
2344,XO-7 b,0.709,1.373,2.8641424
2345,YBP1194 b,0.34,,6.958
2346,YBP1514 b,0.4,,5.118
2347,YBP401 b,0.46,,4.087
2348,YSES 2 b,6.3,,
2349,YZ Cet b,0.0022,,2.02087
2350,YZ Cet c,0.00359,,3.05989
2351,YZ Cet d,0.00343,,4.65626
2352,alf Ari b,1.8,,380.8
2353,b Cen b,10.9,,1800000.0
2354,beta Cnc b,7.8,,605.2
2355,beta Pic b,11.9,1.65,7707.0
2356,beta Pic c,8.5,1.2,1227.0
2357,beta Umi b,6.1,,522.3
2358,eps CrB b,6.7,,417.9
2359,eps Eridani b,0.77,,2671.0
2360,eps Ind A b,3.25,,16509.0
2361,eps Tau b,7.34,,594.9
2362,eta Cet b,2.55,,403.5
2363,eta Cet c,3.32,,751.9
2364,gam Psc b,1.34,,555.1
2365,gamma 1 Leo b,8.78,,428.5
2366,gamma Cephei b,1.742,,905.64
2367,gamma Lib b,1.029,,415.2
2368,gamma Lib c,4.63,,964.6
2369,kappa CrB b,1.6,,1251.0
2370,ksi Aql b,2.02,,136.75
2371,mu Ara b,1.676,,643.25
2372,mu Ara c,0.03321,,9.6386
2373,mu Ara d,0.5219,,310.55
2374,mu Ara e,1.814,,4205.8
2375,mu Leo b,2.4,,357.8
2376,ome Ser b,1.7,,277.02
2377,omi CrB b,1.5,,187.3
2378,omi UMa A b,4.1,,1630.0
2379,pi Men b,9.82,,2088.33
2380,pi Men c,0.01142,0.16719,6.267852
2381,pi Men d,0.0421,,124.64
2382,sig Per b,6.5,,579.8
2383,tau Boo A b,4.13,1.06,3.31249
2384,tau Cet e,0.0124,,162.87
2385,tau Cet f,0.0124,,636.13
2386,tau Cet g,0.00551,,20.0
2387,tau Cet h,0.00576,,49.41
2388,ups And b,0.62,,4.61711
2389,ups And c,1.8,,240.937
2390,ups And d,10.19,,1281.439
2391,ups And e,1.059,,3848.86
2392,ups Leo b,0.51,,385.2
