solution_id,ra,dec,parallax,pm,pmra,pmdec,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,non_single_star,has_rvs,teff_gspphot,logg_gspphot
1636148068921376768,67.53632737172786,15.637736095425185,21.420137280794197,111.04524,108.88056712014205,-21.81897870414946,1.0781514618705024E8,5.6056676,7.098536543941307E7,5.71062,6.2226513306414545E7,5.2629566,0.4476633,0.104952335,0.34271097,,"NOT_AVAILABLE",180.78409391834154,-21.877322400877357,0,false,7089.5527,3.9478
1636148068921376768,67.37695672528574,17.863022648846673,21.438554423234333,110.84728,106.1192327332723,-32.02855957789507,3.5982625083384044E7,6.797135,2.129027185412223E7,7.0180893,2.147530689211365E7,6.418047,0.60004234,0.22095442,0.37908792,39.4514,"NOT_AVAILABLE",178.82301991173418,-20.598936096586907,0,false,6400.57,4.1555
1636148068921376768,64.41279837486526,16.94772397450725,21.440406410424067,115.27066,112.78276806267964,-23.819577109751293,1.0762614467870606E7,8.107573,5425286.449362097,8.502485,7625070.321019021,7.542286,0.96019936,0.39491272,0.56528664,,"NOT_AVAILABLE",177.6218843955523,-23.355226505747257,3,false,5193.348,4.2823
1636148068921376768,66.35479242496689,17.91521008711174,21.447339313427232,114.0139,109.61815254023466,-31.353316361727813,1076769.2052197126,10.60706,389734.10613665084,11.361621,985005.2935745053,9.764299,1.5973215,0.7545605,0.84276104,38.723465,"VARIABLE",178.11666117768206,-21.315769957917535,0,true,,
1636148068921376768,67.30193646682095,15.273804206793624,21.451662078172305,105.64369,103.30019069611257,-22.12825385808798,450098.22531099303,11.554099,132587.87539490714,12.532283,468911.4002403202,10.5701685,1.9621143,0.97818375,0.9839306,38.85644,"VARIABLE",180.93959121555423,-22.280708792886784,0,false,,
1636148068921376768,65.88522390284595,14.67039844789645,21.47606756520902,110.7064,109.24196419712032,-17.947133876529186,5249013.667992617,8.887173,2575931.2330980953,9.311207,3801916.647958607,8.297889,1.0133181,0.42403412,0.58928394,39.379208,"VARIABLE",180.51935520126224,-23.725550547893505,0,true,5124.595,4.4959
1636148068921376768,68.48680175601453,16.86893699017762,21.48256636168679,105.92975,102.05202469721355,-28.39885970028468,59975.13498476219,13.742438,10420.445903948,15.293826,76913.83482801111,12.532885,2.7609415,1.5513878,1.2095537,41.20167,"NOT_AVAILABLE",180.3588224772931,-20.397078698557024,0,true,,
1636148068921376768,67.65616639413629,13.72431676410995,21.491451797641616,108.28961,106.56507793489249,-19.248993711890343,1.3763031107808656E8,5.3405814,8.843339520587113E7,5.4720016,7.20340064230611E7,5.1040516,0.36794996,0.13142014,0.23652983,43.57009,"NOT_AVAILABLE",182.48891684029232,-22.968747378259863,0,true,7370.909,3.9941
1636148068921376768,66.07110065917192,18.00278420332121,21.496896698223075,115.07555,110.9135626017914,-30.66859095747958,2599262.165889283,9.650242,1134815.3184713596,10.201229,2079413.547140331,8.953043,1.2481861,0.55098724,0.69719887,39.159958,"NOT_AVAILABLE",177.8585238929685,-21.466529454432266,0,false,,
1636148068921376768,67.20174925382867,17.285341899758865,21.5489076022758,112.34102,108.67985266985403,-28.446330982590844,1.5628717242265072E7,7.7025585,8599544.245881116,8.002354,1.0140110174325036E7,7.232789,0.7695646,0.29979515,0.46976948,39.081123,"VARIABLE",179.1888252970733,-21.093655346955142,0,false,5817.2256,4.2711
1636148068921376768,65.80253436758252,15.712784182546748,21.566208065928656,114.30034,112.2485024763629,-21.56015783535826,35351.74955932024,14.3163395,5190.235216269237,16.050575,47356.61410165731,13.059443,2.9911318,1.7342358,1.256896,36.35523,"NOT_AVAILABLE",179.5844979847358,-23.127943102999367,0,false,,
1636148068921376768,69.1701171674695,15.869204695827205,21.607898747664954,105.4749,99.90459107635893,-33.823473739301406,4.5826410911549985E7,6.5345774,2.7253684852936104E7,6.749979,2.711090849016338E7,6.1650352,0.5849438,0.21540165,0.36954212,42.65627,"NOT_AVAILABLE",181.63022794937075,-20.497577356661328,0,false,6472.4688,4.1327
1636148068921376768,67.24447935353105,15.293582760173448,21.611592846809046,137.59071,81.87136268005302,-110.58156824428232,4657.20498709127,16.517054,416.62017415233566,18.789192,6951.3699929863005,15.142719,3.646473,2.2721386,1.3743343,,"NOT_AVAILABLE",180.88555185741964,-22.311744459910894,0,false,,
1636148068921376768,66.02452121402943,17.443985101312077,21.61924104437301,115.34452,110.58004635581656,-32.8087266938356,2.3583296297986186E8,4.7558556,1.5796105348658273E8,4.8421674,1.1329072302072556E8,4.6124096,0.22975779,0.08631182,0.14344597,40.669956,"NOT_AVAILABLE",178.28885600637386,-21.859308316872877,0,false,,
1636148068921376768,67.25111621738195,16.346213879024717,21.632519360189345,108.59872,105.1068878388032,-27.317100539736167,110953.01376425993,13.074519,20918.84615065462,14.537198,138793.19905015882,11.891975,2.6452227,1.4626789,1.1825438,30.467758,"NOT_AVAILABLE",180.0041371056463,-21.648398605817082,0,true,,
1636148068921376768,68.4626315976831,14.844319676275646,21.635396574818312,105.93711,103.08256504033994,-24.426545849169408,2.718454716465544E8,4.6015615,1.7760722974051774E8,4.7148905,1.4191015907022464E8,4.3678617,0.34702873,0.11332893,0.2336998,,"NOT_AVAILABLE",182.0504367607323,-21.664659994786195,1,false,7366.9365,3.6961
1636148068921376768,66.02741879597104,17.4442235658507,21.645976040714597,110.19571,107.84832747952227,-22.623735252801957,27650.95695646863,14.583092,6414.382581625682,15.820655,40744.451634376695,13.222724,2.597931,1.2375631,1.3603678,,"NOT_AVAILABLE",178.29056811236183,-21.857033815598097,0,false,,
1636148068921376768,64.94888616843296,15.627538192852759,21.664548744839898,118.57247,116.24694786142689,-23.368325290143204,8.20057132262287E8,3.4027567,3.516539876972728E8,3.9732533,6.192156229006656E8,2.7682908,1.2049625,0.57049656,0.63446593,,"NOT_AVAILABLE",179.08424631004542,-23.815162546709793,0,false,4831.808,2.3701
1636148068921376768,66.77717673131863,16.430092002554506,21.66732573514696,110.41478,107.56779251043267,-24.91171284914873,4588.595168001189,16.533167,386.3937683603427,18.870968,6937.588869235392,15.144875,3.7260933,2.337801,1.3882923,,"NOT_AVAILABLE",179.6256684097536,-21.948877426483072,0,false,,
1636148068921376768,68.64759095859309,15.504503855092008,21.668969928652356,104.46282,100.96281435030956,-26.81401752868006,1.4520461762554642E7,7.782416,7934037.046757926,8.089807,9497949.733899364,7.3038206,0.78598595,0.3073907,0.47859526,40.2372,"VARIABLE",181.60824788300994,-21.118590121330854,0,true,5757.3096,4.2824
1636148068921376768,68.86895204897276,15.399151275857333,21.717186315251215,104.100075,98.40024767636913,-33.97375567713968,29692.73887435656,14.505741,3988.822068261474,16.336432,41445.77836937461,13.204195,3.1322365,1.8306904,1.3015461,,"NOT_AVAILABLE",181.83766717515135,-21.014719965963806,0,false,,
1636148068921376768,64.97907765724916,16.522417532947376,21.725333783131415,110.97575,106.06273081506647,-32.65447460692883,2.92530870463108E7,7.0219374,2.1460144254138246E7,7.0094604,2.3931271917850625E7,6.300481,0.7089796,-0.012476921,0.7214565,,"NOT_AVAILABLE",178.35707407305938,-23.21761299541136,0,false,,
1636148068921376768,65.99690955661914,16.721465710411213,21.74597706160512,111.45272,108.74205842614374,-24.43100030064956,381641.32222372334,11.733229,106995.58846709639,12.765127,410565.99247805506,10.714438,2.0506887,1.0318985,1.0187902,38.483906,"NOT_AVAILABLE",178.87005869823832,-22.34175283317936,0,false,,
1636148068921376768,66.77789108447449,16.429579986614307,21.7524975456685,111.91956,108.78997030370749,-26.28176339967887,4295.3173449483875,16.60488,352.23820838079797,18.97145,6600.015232713612,15.199033,3.772418,2.3665714,1.4058466,,"NOT_AVAILABLE",179.6265629106275,-21.948669360374755,0,false,,
1636148068921376768,66.11855100326646,16.886053964801455,21.781982400489085,115.24168,112.37591155236862,-25.540146749299083,1.6109920409797432E7,7.6696334,8919389.335258571,7.962704,1.0539374629833259E7,7.1908584,0.7718458,0.2930708,0.47877502,37.58888,"VARIABLE",178.81343289609683,-22.14706766440818,0,false,5805.549,4.3294
1636148068921376768,67.16608051054888,15.870784455320392,21.81251596251546,108.07029,106.14776250704207,-20.293824952737538,8.390418192587548E8,3.3779078,5.075734838224034E8,3.574795,4.255702837373026E8,3.1754673,0.39932775,0.19688725,0.2024405,,"NOT_AVAILABLE",180.34795496694395,-22.010119340538026,0,false,,
1636148068921376768,66.81983230907242,17.241711375171782,21.81444620546993,112.05623,107.51215513083208,-31.586936720187342,263207.961419258,12.13662,66564.67810322304,13.280433,296027.39275615115,11.069566,2.210867,1.1438131,1.0670538,39.706654,"VARIABLE",178.97729093316732,-21.403572609502877,0,false,,
1636148068921376768,67.37958519537817,16.244692315734465,21.81806190139089,106.567375,104.46346593636034,-21.071062521463688,2004404.3333615917,9.932404,820210.9815285789,10.553728,1685573.4614254392,9.181026,1.3727016,0.62132454,0.7513771,39.473557,"VARIABLE",180.17238840481787,-21.61599264096997,0,true,4465.7754,4.5641
1636148068921376768,66.6676726168485,16.74677258632566,21.852128841107575,112.001755,107.47186617521814,-31.53080384333542,1.2435793099029351E7,7.950683,6677528.811485086,8.277002,8245135.40346255,7.457401,0.81960154,0.32631922,0.49328232,38.12629,"VARIABLE",179.2897764353929,-21.829887821819796,0,true,5659.077,4.3313
1636148068921376768,67.66251575060892,15.691769659062853,21.86843191355519,106.31518,103.48821587457377,-24.353763331160515,1.2820702573323855E8,5.4175873,8.353375671036592E7,5.5338874,6.565354571990782E7,5.20475,0.32913733,0.116300106,0.21283722,39.83224,"NOT_AVAILABLE",180.81998249685572,-21.748589806849246,0,false,7509.505,4.0422
